9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02
1.039786994830969452e-01,1.034280849432136218e-01,1.026530458364499215e-01,1.007599020820103275e-01,9.924368088308151148e-02,9.872400359784304358e-02,9.848637100117164922e-02,9.843908046010037272e-02,9.842537738572736117e-02,9.842339784142538350e-02,9.842300734401514262e-02,9.842296314395028445e-02,9.842295688294895595e-02,9.842295630993448674e-02,9.842295624926167275e-02,9.842295624470988324e-02,9.842295624433906875e-02,9.842295624431614265e-02,9.842295624431468548e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431461609e-02,9.842295624431460221e-02,9.842295624431435241e-02,9.842295624431174339e-02,9.842295624428769318e-02,9.842295624409047594e-02,9.842295624268200538e-02,9.842295623401092763e-02,9.842295618861898743e-02,9.842295599041780974e-02,9.842295528772122826e-02,9.842295334636436133e-02,9.842294944288546010e-02,9.842294447095928378e-02,9.842294186446791382e-02,9.842294281085564589e-02
1.022867672228360975e-01,1.022905332094710407e-01,1.022942956350860189e-01,1.022980847722291808e-01,1.023018932738478243e-01,1.023056891711091876e-01,1.023094901293562509e-01,1.023133434986486928e-01,1.023172600235935648e-01,1.023212518711036773e-01,1.023254274090053539e-01,1.023299276367122118e-01,1.023348512578991787e-01,1.023404281747077177e-01,1.023472251943299549e-01,1.023560171045854866e-01,1.023676624611830344e-01,1.023835165797839369e-01,1.024060124241805148e-01,1.024386864201524555e-01,1.024860329968401845e-01,1.025541476646626149e-01,1.026518763068517415e-01,1.027912104464526327e-01,1.029867846246148300e-01,1.032555115371840554e-01,1.036161692590929911e-01,1.040868083956284357e-01,1.046784660816226648e-01,1.053863973897899570e-01,1.061815076840752770e-01,1.070044331246024910e-01,1.077659137911933657e-01,1.083596400745367727e-01,1.086906854264553801e-01,1.087098645917882883e-01,1.084341094140474221e-01,1.079410293136781607e-01,1.073451890417928545e-01,1.067704746383445896e-01,1.063257550995383716e-01,1.060856292656087996e-01,1.060795537389391807e-01,1.062914603886717102e-01,1.066655781388256841e-01,1.071129947287875611e-01,1.075214719267846147e-01,1.077795819614416339e-01,1.078163274521712345e-01,1.076339708976433995e-01,1.073074771117750598e-01,1.069499553029545497e-01,1.066719967522159335e-01,1.065542010155679925e-01,1.066296512334846125e-01,1.068699253770116070e-01,1.071824935075969126e-01,1.074398686257190261e-01,1.075381366301900177e-01,1.074493196031429260e-01,1.072300595953610547e-01,1.069830028374634673e-01,1.068090816102636176e-01,1.067742542699297442e-01,1.068894369705207653e-01,1.071030082655479443e-01,1.073104642315949042e-01,1.074016943256526357e-01,1.073294210287150524e-01,1.071427112973989543e-01,1.069589612573351584e-01,1.068827007552605041e-01,1.069406123818904125e-01,1.070821837096486567e-01,1.072182076341024470e-01,1.072793662244283103e-01,1.072478197453472087e-01,1.071448350827795687e-01,1.070281148216277456e-01,1.069644438534297359e-01,1.069906606788960102e-01,1.071008853251753518e-01,1.072225560408622130e-01,1.072622538747025900e-01,1.071938729213099545e-01,1.070612645876915098e-01,1.069689787472748455e-01,1.070030129144733250e-01,1.071209891207464404e-01,1.072265170656813010e-01,1.072397912568063688e-01,1.071318760973444112e-01,1.070172111147653649e-01,1.070045184291537610e-01,1.070727324006120196e-01,1.071861547347997684e-01,1.072380451922310407e-01,1.071450038590871928e-01,1.070462218146746164e-01,1.070184226046111409e-01
1.094470674087975326e-01,1.094616635989903441e-01,1.094913889463039192e-01,1.095152892409205908e-01,1.095160891000404590e-01,1.094987777339598151e-01,1.094796715889114758e-01,1.094762147268423663e-01,1.094952326921773411e-01,1.095241836780045386e-01,1.095443320913725288e-01,1.095453667735916126e-01,1.095299557188000039e-01,1.095129406289657853e-01,1.095092130334532898e-01,1.095225389333405464e-01,1.095462521058869487e-01,1.095679505760546735e-01,1.095771755957058030e-01,1.095719050967320363e-01,1.095575703978033805e-01,1.095440140293726244e-01,1.095415042105927911e-01,1.095550136609159952e-01,1.095811736973713868e-01,1.096084411540376030e-01,1.096219150235728107e-01,1.096130811452270953e-01,1.095871510931858001e-01,1.095620155387629913e-01,1.095579385210998652e-01,1.095832781730885497e-01,1.096272032598368390e-01,1.096655982428118570e-01,1.096764479448800872e-01,1.096546832770325941e-01,1.096157672353808427e-01,1.095857667558462478e-01,1.095854881050562502e-01,1.096186364876860775e-01,1.096704141206935879e-01,1.097160999166275214e-01,1.097339842094541967e-01,1.097164346214592606e-01,1.096742762549209327e-01,1.096324369688271572e-01,1.096183642288619114e-01,1.096479887801636716e-01,1.097163872816988295e-01,1.097991593776536934e-01,1.098651656677070709e-01,1.098945550078381656e-01,1.098917913875203239e-01,1.098860009147994005e-01,1.099186977547548238e-01,1.100264382185696527e-01,1.102273070986500292e-01,1.105172791173137797e-01,1.108764800128651806e-01,1.112827609178765470e-01,1.117256604000749359e-01,1.122148039736701325e-01,1.127752317493956741e-01,1.134301478644374611e-01,1.141757962932059278e-01,1.149616742140057157e-01,1.156890852710358991e-01,1.162319174526202370e-01,1.164811712177677566e-01,1.163835921977927346e-01,1.159724228061245338e-01,1.153490264919746905e-01,1.146584562429175391e-01,1.140345634784204615e-01,1.135742354572930601e-01,1.133207616249321259e-01,1.132612922598737748e-01,1.133603613327033854e-01,1.135564673690042520e-01,1.138073835003908935e-01,1.140739158959744454e-01,1.143376713807043726e-01,1.145880408227687719e-01,1.148063786262442931e-01,1.149850366544265534e-01,1.150812601973775773e-01,1.150942097974188560e-01,1.149813566672288206e-01,1.147669050887459435e-01,1.144711427462201114e-01,1.141321883209734239e-01,1.138555960765863101e-01,1.136536522696450502e-01,1.136422594684274590e-01,1.137788531496269490e-01,1.140758761529663406e-01,1.144741582809887387e-01,1.148202680240282270e-01,1.151481095032822477e-01,1.152078174825839491e-01
1.160613510084744365e-01,1.160327137194796382e-01,1.159709376942809067e-01,1.159054377282607573e-01,1.158522474994752027e-01,1.158278926901870620e-01,1.158366313187502855e-01,1.158668519938789859e-01,1.159084685925132890e-01,1.159450628278466400e-01,1.159680970830540558e-01,1.159750347603657472e-01,1.159652172092291850e-01,1.159432113294590894e-01,1.159102363398290120e-01,1.158693071796398633e-01,1.158257467771374033e-01,1.157878281939394016e-01,1.157688888382125136e-01,1.157800184342744065e-01,1.158261052395255508e-01,1.158994621495696847e-01,1.159782023345581753e-01,1.160327106792279628e-01,1.160352917582313376e-01,1.159740920679392800e-01,1.158606780446144041e-01,1.157287246694026911e-01,1.156231875156985139e-01,1.155829851199298014e-01,1.156263342167333508e-01,1.157425335223047497e-01,1.158947061675681955e-01,1.160324134651735395e-01,1.161093881756619234e-01,1.161003839991643916e-01,1.160091556686023012e-01,1.158652424984793622e-01,1.157114526863759485e-01,1.155885701466966703e-01,1.155240762334687615e-01,1.155278043793518672e-01,1.155941994664842903e-01,1.157073854488778059e-01,1.158456780893759447e-01,1.159839450052147780e-01,1.160947951118812271e-01,1.161513729084565211e-01,1.161332095311130574e-01,1.160341001186785820e-01,1.158680411716319636e-01,1.156690246240134751e-01,1.154833454348478117e-01,1.153568364023427051e-01,1.153219483889379449e-01,1.153891823834280045e-01,1.155451030535977475e-01,1.157566779535732365e-01,1.159799670069289468e-01,1.161702466505745851e-01,1.162909421496197832e-01,1.163195214883393502e-01,1.162497026920188969e-01,1.160909392622156006e-01,1.158662612811899723e-01,1.156093065078264009e-01,1.153606580997621894e-01,1.151625521258662077e-01,1.150520834804737574e-01,1.150539943988303226e-01,1.151746503714867337e-01,1.154000238635921466e-01,1.156981677923647478e-01,1.160251659196098600e-01,1.163330125573640295e-01,1.165762565170183340e-01,1.167169283907257549e-01,1.167293515579754803e-01,1.166040223936246900e-01,1.163517225863683335e-01,1.160045910913173328e-01,1.156109039636817881e-01,1.152256492315137520e-01,1.149005560848068014e-01,1.146738544440798063e-01,1.145725573833286659e-01,1.146108248682754516e-01,1.148002406368445055e-01,1.151443197138671687e-01,1.156488003540006859e-01,1.162932686508039437e-01,1.170627146089558146e-01,1.178896562450759272e-01,1.187394599336156764e-01,1.195119281784076948e-01,1.202008547967046426e-01,1.207095763166664004e-01,1.210947899948647266e-01,1.212917440336872404e-01,1.213372449959039534e-01
1.236625127577611893e-01,1.236547363074001482e-01,1.237107086344246404e-01,1.238182677712121177e-01,1.239399117804438344e-01,1.240571246878977019e-01,1.241237699398355931e-01,1.241231706969102011e-01,1.240383966146683808e-01,1.238759425300010875e-01,1.236626215010095536e-01,1.234339178460159975e-01,1.232407628523491672e-01,1.231223387196425656e-01,1.231131889596751849e-01,1.232215553337911579e-01,1.234336990171482074e-01,1.237120151104231236e-01,1.239988590122822615e-01,1.242329887039276964e-01,1.243567773097766643e-01,1.243357894981770712e-01,1.241639570670697162e-01,1.238686142145527108e-01,1.235019009806531676e-01,1.231282052450125147e-01,1.228101742249368411e-01,1.225957304473014320e-01,1.225130736641815016e-01,1.225665771535395937e-01,1.227399635241594039e-01,1.229996645087530482e-01,1.233025450862610395e-01,1.236043541825396219e-01,1.238673109681318746e-01,1.240655719313760869e-01,1.241851008478135898e-01,1.242210612874326964e-01,1.241730116997779715e-01,1.240422503645913638e-01,1.238315083831708074e-01,1.235473129856161367e-01,1.232029618645666125e-01,1.228205282517091518e-01,1.224308017194652293e-01,1.220708319726344498e-01,1.217801375758508359e-01,1.215959317533116535e-01,1.215486322272712610e-01,1.216575206176973289e-01,1.219270344597565142e-01,1.223439225781523670e-01,1.228758522913579454e-01,1.234725963035838286e-01,1.240705675178276624e-01,1.246009536682436830e-01,1.250004318358805822e-01,1.252216810683295933e-01,1.252405464769938970e-01,1.250575788993960602e-01,1.246938145770939282e-01,1.241838825278632485e-01,1.235690889773578549e-01,1.228931165393729180e-01,1.221998872382237394e-01,1.215313263572054686e-01,1.209245727088163885e-01,1.204071405307597792e-01,1.199929962416718537e-01,1.196809731545976641e-01,1.194559081164151826e-01,1.192946122377722962e-01,1.191719594189215026e-01,1.190678178933415599e-01,1.189716122939543930e-01,1.188813874772396834e-01,1.188026925535004552e-01,1.187420398811867145e-01,1.187029304083501297e-01,1.186847295713147898e-01,1.186800082101746034e-01,1.186810189502772173e-01,1.186798953328239287e-01,1.186714637290646190e-01,1.186574384698503570e-01,1.186387100490849528e-01,1.186210235342420732e-01,1.186082527994045399e-01,1.185997241051105905e-01,1.185992467756736973e-01,1.186010006046673976e-01,1.186045299951897641e-01,1.186097398381414231e-01,1.186088619446143133e-01,1.186097832174161509e-01,1.186057566577566197e-01,1.185982876117753770e-01,1.185961526497857493e-01,1.185857849263550895e-01,1.185848745788231351e-01
1.353989345804702260e-01,1.354788723331736833e-01,1.355281342286074053e-01,1.354972155617809870e-01,1.354021572039813270e-01,1.352135765705064219e-01,1.349795031732984041e-01,1.347152155423866071e-01,1.344924339388991752e-01,1.343409544344579265e-01,1.343265758084195016e-01,1.344663432976008210e-01,1.347767592942764603e-01,1.352473175935739458e-01,1.358230273706663160e-01,1.364480724520762966e-01,1.370233958726304324e-01,1.374749243872444848e-01,1.377266086117306110e-01,1.377418927362583922e-01,1.375085774129142790e-01,1.370438147686393326e-01,1.363861946151816718e-01,1.355894609428915376e-01,1.347198856494368213e-01,1.338460205878672649e-01,1.330332405254209815e-01,1.323326164089413948e-01,1.317784864739930950e-01,1.313845658140704864e-01,1.311467377769116038e-01,1.310445588419495988e-01,1.310459704604098330e-01,1.311116004077097774e-01,1.312004109772356708e-01,1.312748751083697707e-01,1.313057809972418832e-01,1.312754664018432882e-01,1.311796649683536764e-01,1.310270320900626118e-01,1.308367311775893438e-01,1.306340752667082550e-01,1.304452993905202418e-01,1.302928700732408074e-01,1.301923540843053229e-01,1.301513117497248850e-01,1.301694066127674632e-01,1.302388009573508532e-01,1.303442152909832785e-01,1.304633348663323256e-01,1.305688653697759105e-01,1.306331588962566237e-01,1.306350326110093385e-01,1.305662066588318682e-01,1.304350257418768200e-01,1.302651202650346729e-01,1.300897430146680522e-01,1.299434102578234662e-01,1.298533647613422104e-01,1.298334727138144851e-01,1.298808590426577259e-01,1.299771438993646000e-01,1.300925552726030221e-01,1.301933892047714425e-01,1.302505140413767470e-01,1.302464221247791598e-01,1.301804611108282328e-01,1.300676505340520595e-01,1.299352124703679334e-01,1.298138549206201420e-01,1.297296486922266678e-01,1.296978851868736682e-01,1.297184242379596231e-01,1.297791707149285600e-01,1.298574221033053366e-01,1.299291304390367274e-01,1.299737979366135943e-01,1.299792131524479533e-01,1.299467530978480612e-01,1.298845766386571010e-01,1.298114755856439040e-01,1.297437873870395109e-01,1.296962373849154526e-01,1.296774810803275890e-01,1.296833098334115864e-01,1.297112535434608027e-01,1.297442119541787342e-01,1.297751529988743491e-01,1.297938199604724563e-01,1.297937325192289049e-01,1.297844562009222436e-01,1.297603427384335928e-01,1.297425537748646551e-01,1.297272703169656538e-01,1.297217678469861357e-01,1.297329722736559054e-01,1.297372366344548000e-01,1.297587939903548926e-01,1.297598225911129610e-01,1.297623842461509136e-01
1.452984489906899435e-01,1.452865439818006033e-01,1.453034181577932404e-01,1.453286821351864599e-01,1.453501225377235861e-01,1.453604954876277777e-01,1.453517501743209484e-01,1.453375890546588223e-01,1.453248404982578623e-01,1.453295578432917956e-01,1.453643183379823844e-01,1.454333977549444046e-01,1.455445861794178453e-01,1.456982236444495649e-01,1.459022638073564360e-01,1.461681058565401647e-01,1.465106452221563993e-01,1.469488136334777817e-01,1.474943699366907113e-01,1.481501762131721134e-01,1.489000381184326927e-01,1.497053353708604762e-01,1.505077028615713353e-01,1.512332739694955408e-01,1.518078976386726953e-01,1.521688603363915426e-01,1.522779330186145030e-01,1.521286811248207804e-01,1.517455805234273758e-01,1.511790561409482037e-01,1.504941323720539459e-01,1.497606259666074136e-01,1.490445056807362390e-01,1.484018939796208358e-01,1.478761565928341792e-01,1.474959305462955339e-01,1.472761265751540982e-01,1.472196297070607063e-01,1.473198186294156498e-01,1.475626594906374878e-01,1.479273067957267984e-01,1.483859494048615502e-01,1.489021868207802968e-01,1.494297613697931904e-01,1.499134735859323220e-01,1.502947965365521998e-01,1.505231512061787069e-01,1.505688476787237495e-01,1.504325156392896934e-01,1.501452471250240561e-01,1.497601741558931832e-01,1.493388533693100484e-01,1.489382497692008089e-01,1.486017777712679566e-01,1.483553504786273847e-01,1.482088238430778193e-01,1.481599296343338867e-01,1.482000892742794951e-01,1.483176175022098975e-01,1.484992061348494596e-01,1.487280972964326042e-01,1.489825477521569408e-01,1.492360187265819871e-01,1.494596836176069754e-01,1.496283601238520833e-01,1.497241519875639748e-01,1.497411874884639893e-01,1.496827387652672758e-01,1.495610359393814426e-01,1.493909081208762701e-01,1.491896375879796233e-01,1.489756001751045833e-01,1.487681281048822135e-01,1.485906473479636503e-01,1.484637069389218578e-01,1.484089585746470596e-01,1.484357051622496593e-01,1.485461925347743850e-01,1.487257792267090706e-01,1.489489384196329147e-01,1.491836435139661521e-01,1.493906688199078403e-01,1.495441391726193003e-01,1.496140131034927878e-01,1.495980301790552358e-01,1.494904934821644771e-01,1.493128181512928532e-01,1.490888209670664655e-01,1.488490768097531780e-01,1.486408642151047232e-01,1.484816616499668729e-01,1.484225623638004976e-01,1.484492162373013679e-01,1.485863392657863491e-01,1.487926295962057610e-01,1.490418543295961573e-01,1.493072671015678865e-01,1.495085561509095773e-01,1.496776124078216252e-01,1.497083033906935756e-01
1.747507910586272306e-01,1.747356918615135535e-01,1.747101469806416618e-01,1.746179340102157473e-01,1.744970062736980188e-01,1.743559761945755737e-01,1.742331472556800376e-01,1.741624183533117542e-01,1.741441381366675145e-01,1.741878328050640579e-01,1.742688078715548816e-01,1.743814743092575170e-01,1.744892350354057264e-01,1.745694090899004847e-01,1.745937436367904771e-01,1.745494415075653782e-01,1.744517230083523496e-01,1.743169239893777311e-01,1.741803279565891094e-01,1.740664597007808012e-01,1.739997340988741481e-01,1.739952574412701736e-01,1.740536755528852841e-01,1.741653921254957549e-01,1.743062043947090911e-01,1.744510054034732749e-01,1.745733032659128048e-01,1.746540464548698712e-01,1.746824255537819948e-01,1.746572967846051760e-01,1.745906642658994201e-01,1.744994658587331604e-01,1.744042465375104656e-01,1.743186640884914762e-01,1.742493936661366760e-01,1.741961440396087302e-01,1.741546470466783236e-01,1.741216866251066586e-01,1.740962832389251480e-01,1.740834516761556039e-01,1.740919387034781385e-01,1.741319188738091328e-01,1.742085597271526565e-01,1.743173306347302054e-01,1.744429026920111814e-01,1.745616069928334346e-01,1.746479855433408224e-01,1.746806934065106842e-01,1.746486816684254539e-01,1.745546553286083657e-01,1.744160041635870184e-01,1.742616839042761545e-01,1.741253086442153819e-01,1.740372894691035732e-01,1.740184650543361577e-01,1.740782605871118993e-01,1.742163230223436055e-01,1.744268304545975590e-01,1.747025305375076720e-01,1.750383511974558659e-01,1.754326995715269899e-01,1.758880841427578057e-01,1.764084449798328513e-01,1.769969799281323475e-01,1.776511338262393713e-01,1.783606216693410240e-01,1.791044214471589902e-01,1.798510067909270815e-01,1.805599698075513737e-01,1.811832311223879610e-01,1.816745903442658905e-01,1.819896794676551244e-01,1.821060592502935227e-01,1.820128256515309850e-01,1.817362633232441349e-01,1.813094209560930092e-01,1.807969192335056874e-01,1.802542643365199204e-01,1.797418279344361602e-01,1.793037680352931873e-01,1.789554831607391150e-01,1.787115621570712076e-01,1.785425830221911425e-01,1.784455053298058536e-01,1.783836014770494860e-01,1.783623045671494656e-01,1.783646315660130377e-01,1.784164479860263219e-01,1.785150237175033017e-01,1.786888783815894777e-01,1.789306091036725055e-01,1.792329337858845351e-01,1.795842195287159493e-01,1.799111560126860077e-01,1.802495621718877838e-01,1.804590480260063468e-01,1.806784439780931562e-01,1.807428553716021735e-01,1.808342433882191569e-01,1.808431082915222810e-01
2.168973332390936593e-01,2.169331720621506254e-01,2.167312544547643216e-01,2.163880194106446997e-01,2.159626151519108694e-01,2.154986438669487803e-01,2.151095979745986653e-01,2.147941547152019404e-01,2.146359182593518544e-01,2.146088615987492010e-01,2.147520515433777588e-01,2.150261656858238335e-01,2.154175748304741622e-01,2.158878653185707375e-01,2.163707167922007124e-01,2.168323398136732527e-01,2.171954394563107016e-01,2.174507607387579644e-01,2.175683470392963670e-01,2.175677161377118640e-01,2.174676319761826293e-01,2.172969396970065581e-01,2.170895905172591234e-01,2.168684228966252237e-01,2.166636662160010551e-01,2.164856397687743017e-01,2.163528942070364058e-01,2.162597709977466531e-01,2.162046811880747876e-01,2.161685567401835928e-01,2.161362997444736811e-01,2.160961679970461735e-01,2.160453464023602554e-01,2.160016867691188780e-01,2.159890976451578903e-01,2.160446386398802432e-01,2.161950288832386324e-01,2.164555572632596847e-01,2.168188432134094956e-01,2.172572882761605595e-01,2.177266071521945512e-01,2.181720228670259443e-01,2.185354836000390766e-01,2.187640824449237908e-01,2.188208673757517930e-01,2.186909388578266167e-01,2.183874064526935832e-01,2.179455271544492312e-01,2.174191657611135586e-01,2.168682626381331358e-01,2.163503287682205234e-01,2.159097802801602517e-01,2.155726632749700999e-01,2.153466429218928724e-01,2.152246711345426888e-01,2.151926522613553938e-01,2.152358529773063245e-01,2.153449655763511883e-01,2.155183910848380846e-01,2.157616621686859748e-01,2.160842714313883639e-01,2.164956195445008891e-01,2.170001384945830225e-01,2.175925691309480992e-01,2.182515872291507786e-01,2.189370754985263678e-01,2.195899258074523741e-01,2.201397976039813353e-01,2.205174238278408971e-01,2.206683799478569019e-01,2.205668127313353821e-01,2.202185250841281750e-01,2.196604332437345208e-01,2.189480081322172367e-01,2.181442398095363999e-01,2.173085754558596872e-01,2.164901194080432190e-01,2.157280405541855683e-01,2.150484674729827850e-01,2.144700015019871397e-01,2.139983098580119369e-01,2.136318950988395082e-01,2.133575342381190121e-01,2.131542609782239306e-01,2.129996130320596370e-01,2.128660588257107467e-01,2.127414546195049161e-01,2.126132741592253461e-01,2.124871155806884460e-01,2.123724455276464196e-01,2.122742557257445983e-01,2.122108482424999443e-01,2.121732024273058070e-01,2.121747058036667910e-01,2.122028465671319808e-01,2.122546810146687668e-01,2.123235731593297315e-01,2.123820833969355670e-01,2.124363892481556382e-01,2.124461240914782556e-01
