,Name,Centre Axis Array,Radius Array,End Condition
0,arteries_rarm0_0,"[[-293.44421661  -33.16802897 -212.12527462]
 [-293.44383941  -33.21785701 -212.28373698]
 [-293.44343832  -33.11851475 -211.96671366]
 ...
 [-288.96966697  -27.69797135 -190.73388337]
 [-288.96894433  -37.38135125 -247.06547404]
 [-288.95536305  -37.36856918 -247.23146218]]","[0.4956806  0.49568418 0.49569132 0.49570203 0.49571631 0.49573416
 0.49575556 0.49578051 0.49580902 0.49584106 0.49587663 0.49591573
 0.49595834 0.49600446 0.49605407 0.49610715 0.49616371 0.49622372
 0.49628716 0.49635403 0.49642431 0.49649797 0.49657501 0.49665539
 0.4967391  0.49682612 0.49691642 0.49700998 0.49710678 0.49720679
 0.49730998 0.49741633 0.49752581 0.49763839 0.49775405 0.49787274
 0.49799445 0.49811914 0.49824678 0.49837733 0.49851075 0.49864702
 0.49878609 0.49892793 0.49907251 0.49921978 0.49936972 0.49952226
 0.49967739 0.49983504 0.49999519 0.50015777 0.50032275 0.50049008
 0.50065971 0.5008316  0.5010057  0.50118195 0.50136032 0.50154075
 0.5017232  0.5019076  0.50209391 0.50228207 0.50247204 0.50266377
 0.50285721 0.50305228 0.50324895 0.50344715 0.50364682 0.50384791
 0.50405037 0.50425412 0.50445912 0.50466532 0.50487264 0.50508104
 0.50529046 0.50550084 0.50571211 0.50592423 0.50613714 0.50635077
 0.50656508 0.50678001 0.5069955  0.5072115  0.50742794 0.50764476
 0.50786191 0.50807932 0.50829695 0.50851474 0.50873263 0.50895058
 0.50916852 0.50938641 0.5096042  0.50982182 0.51003924 0.5102564
 0.51047325 0.51068976 0.51090587 0.51112154 0.51133672 0.51155138
 0.51176547 0.51197894 0.51219176 0.51240388 0.51261527 0.51282591
 0.51303574 0.51324475 0.5134529  0.51366014 0.51386646 0.51407183
 0.51427623 0.51447963 0.51468201 0.51488335 0.51508365 0.51528287
 0.51548101 0.51567805 0.51587398 0.51606878 0.51626246 0.51645501
 0.51664641 0.51683667 0.51702578 0.51721374 0.51740055 0.51758622
 0.51777075 0.51795416 0.51813644 0.5183176  0.51849766 0.51867662
 0.51885451 0.51903134 0.51920711 0.51938187 0.51955561 0.51972836
 0.51990015 0.520071   0.52024092 0.52040994 0.52057812 0.52074546
 0.520912   0.52107775 0.52124274 0.52140701 0.52157058 0.52173348
 0.52189575 0.52205741 0.5222185  0.52237904 0.52253907 0.52269863
 0.52285774 0.52301643 0.52317473 0.52333268 0.52349031 0.52364765
 0.52380472 0.52396156 0.5241182  0.52427465 0.52443094 0.52458709
 0.52474314 0.52489911 0.52505503 0.52521092 0.52536679 0.52552267
 0.52567858 0.52583452 0.52599051 0.52614658 0.52630272 0.52645894
 0.52661525 0.52677168 0.52692821 0.52708486 0.52724161 0.52739849
 0.52755547 0.52771256 0.52786976 0.52802704 0.52818441 0.52834185
 0.52849934 0.52865688 0.52881443 0.52897198 0.52912951 0.52928699
 0.52944441 0.52960173 0.52975892 0.52991595 0.53007279 0.53022939
 0.53038573 0.53054176 0.53069747 0.53085279 0.53100768 0.5311621
 0.531316   0.53146933 0.53162205 0.53177409 0.53192543 0.53207599
 0.53222574 0.53237459 0.53252251 0.53266944 0.53281534 0.53296015
 0.5331038  0.53324625 0.53338743 0.53352728 0.53366576 0.5338028
 0.53393834 0.53407232 0.5342047  0.53433542 0.53446441 0.53459162
 0.53471701 0.53484051 0.53496207 0.53508165 0.5351992  0.53531467
 0.53542801 0.53553918 0.53564813 0.53575482 0.53585921 0.53596126
 0.53606094 0.53615821 0.53625303 0.53634536 0.53643519 0.53652246
 0.53660717 0.5366893  0.53676883 0.53684575 0.53692002 0.53699166
 0.53706064 0.53712698 0.53719064 0.53725164 0.53730997 0.53736563
 0.53741864 0.537469   0.53751672 0.53756182 0.53760431 0.53764422
 0.53768156 0.53771636 0.53774865 0.53777844 0.53780579 0.53783071
 0.53785326 0.53787347 0.53789138 0.53790704 0.53792049 0.53793177
 0.53794094 0.53794804 0.53795314 0.53795627 0.53795751 0.53795692
 0.53795455 0.53795048 0.53794477 0.53793748 0.53792868 0.53791844
 0.53790683 0.53789391 0.53787976 0.53786445 0.53784805 0.53783063
 0.53781227 0.53779304 0.53777299 0.53775222 0.53773079 0.53770878
 0.53768625 0.5376633  0.53764001 0.53761645 0.5375927  0.53756883
 0.5375449  0.53752099 0.53749715 0.53747344 0.53744992 0.53742667
 0.53740375 0.53738122 0.53735914 0.53733759 0.53731665 0.53729638
 0.53727683 0.53725806 0.53724013 0.53722311 0.53720704 0.53719196
 0.53717795 0.53716505 0.53715328 0.5371427  0.53713335 0.53712527
 0.53711849 0.53711306 0.53710901 0.53710639 0.53710521 0.53710552
 0.53710734 0.5371107  0.53711563 0.53712214 0.53713028 0.53714005
 0.53715148 0.53716458 0.53717936 0.5371958  0.53721388 0.53723369
 0.53725522 0.53727844 0.53730339 0.53733011 0.53735858 0.53738881
 0.53742079 0.53745454]","[1, 21]"
1,arteries_rarm0_1,"[[-288.95536305  -37.36856918 -247.23146218]
 [-288.94113197  -37.35517934 -247.39731665]
 [-288.92626787  -37.34102521 -247.56301073]
 ...
 [-266.71257128  -41.70868729 -321.63890918]
 [-266.70686172  -41.74597782 -321.47313422]
 [-266.70626577  -41.81046687 -321.1409931 ]]","[0.53749006 0.53752733 0.53756635 0.53760711 0.53764961 0.53769386
 0.53773984 0.53778754 0.53783694 0.53788803 0.53794081 0.53799527
 0.53805138 0.53810913 0.5381685  0.53822947 0.53829202 0.53835613
 0.53842179 0.53848898 0.53855769 0.53862788 0.53869953 0.53877261
 0.5388471  0.53892297 0.5390002  0.53907875 0.53915861 0.53923974
 0.53932212 0.53940572 0.53949046 0.53957637 0.53966335 0.5397514
 0.53984049 0.53993057 0.5400216  0.54011358 0.54020649 0.5403003
 0.54039496 0.54049045 0.54058671 0.54068371 0.54078141 0.54087976
 0.54097874 0.54107831 0.54117843 0.54127906 0.54138016 0.54148171
 0.54158365 0.54168595 0.54178857 0.54189148 0.54199462 0.54209798
 0.54220149 0.54230514 0.54240887 0.54251265 0.54261644 0.5427202
 0.54282389 0.54292749 0.54303095 0.54313433 0.54323758 0.54334068
 0.54344352 0.54354603 0.54364818 0.54374994 0.54385127 0.54395214
 0.54405254 0.54415242 0.54425175 0.54435048 0.54444859 0.54454607
 0.5446429  0.54473904 0.54483446 0.54492915 0.54502306 0.54511617
 0.54520846 0.54529989 0.54539044 0.54548009 0.54556881 0.54565658
 0.54574336 0.54582914 0.54591389 0.54599758 0.54608019 0.54616169
 0.54624207 0.54632136 0.54639954 0.54647658 0.54655249 0.54662722
 0.54670071 0.54677298 0.54684403 0.54691382 0.54698235 0.54704953
 0.54711534 0.54717968 0.54724253 0.54730385 0.54736361 0.54742178
 0.54747832 0.54753326 0.54758651 0.54763802 0.54768783 0.54773582
 0.54778203 0.54782688 0.54786991 0.54791107 0.5479503  0.54798755
 0.54802281 0.54805601 0.54808709 0.54811601 0.54814273 0.54816719
 0.54818935 0.54820914 0.54822655 0.54824149 0.5482539  0.54826374
 0.54827094 0.54827545 0.5482772  0.54827617 0.54827278 0.54826652
 0.54825733 0.54824515 0.54822992 0.54821159 0.54819009 0.54816538
 0.54813738 0.54810606 0.54807135 0.54803319 0.54799154 0.54794633
 0.54789753 0.54784507 0.54778892 0.54772902 0.54766534 0.54759782
 0.54752639 0.54745107 0.54737176 0.54728843 0.54720105 0.54710959
 0.54701405 0.54691439 0.54681057 0.54670263 0.54659054 0.54647431
 0.54635392 0.54622933 0.54610055 0.54596763 0.54583059 0.54568945
 0.54554423 0.54539496 0.54524168 0.54508444 0.54492324 0.54475817
 0.54458929 0.54441664 0.54424031 0.54406036 0.54387688 0.54368994
 0.54349964 0.54330608 0.54310937 0.5429096  0.54270692 0.54250146
 0.54229335 0.54208273 0.54186974 0.54165452 0.54143721 0.54121798
 0.54099697 0.54077434 0.54055024 0.54032486 0.54009836 0.53987094
 0.53964278 0.53941408 0.53918502 0.53895582 0.53872667 0.53849778
 0.53826936 0.53804163 0.53781478 0.53758905 0.53736465 0.5371418
 0.53692072 0.53670163 0.53648476 0.53627034 0.53605859 0.53584973
 0.53564398 0.53544155 0.53524266 0.53504752 0.53485635 0.53466936
 0.53448675 0.53430873 0.5341355  0.53396686 0.53380337 0.53364517
 0.53349248 0.53334546 0.53320428 0.5330691  0.53294007 0.53281733
 0.53270103 0.53259128 0.5324882  0.53239191 0.53230251 0.5322201
 0.53214475 0.53207654 0.53201553 0.53196178 0.53191532 0.5318762
 0.53184443 0.53182002 0.53180298 0.53179328 0.53179092 0.53179584
 0.53180802 0.53182738 0.53185386 0.53188739 0.53192786 0.53197517
 0.53202922 0.53208986 0.53215697 0.53223039 0.53230996 0.53239553
 0.5324869  0.53258389 0.53268631 0.53279394 0.53290656 0.53302394
 0.53314586 0.53327206 0.53340231 0.53353633 0.53367383 0.53381455
 0.53395821 0.53410451 0.53425316 0.53440385 0.53455629 0.53471015
 0.53486515 0.53502095 0.53517724 0.5353337  0.53549    0.53564582
 0.53580084 0.53595472 0.53610714 0.53625778 0.53640631 0.53655241
 0.53669577 0.53683606 0.53697295 0.53710615 0.53723533 0.53736021
 0.53748046 0.53759582 0.53770599 0.53781068 0.53790961 0.53800252
 0.53808915 0.53816923 0.53824251 0.53830875 0.53836771 0.53841916
 0.53846288 0.53849867 0.53852632 0.53854564 0.53855645 0.53855857
 0.53855183 0.53853608 0.53851116 0.53847694 0.53843329 0.53838008
 0.53831719 0.53824453 0.538162   0.53806949 0.53796695 0.53785426
 0.53773138 0.53759825 0.5374548  0.53730102 0.53713685 0.53696228
 0.5367773  0.53658188 0.53637601 0.53615967 0.53593286 0.53569558
 0.53544781 0.53518955 0.53492082 0.53464162 0.53435198 0.53405193
 0.53374148 0.53342067 0.53308952 0.53274806 0.53239632 0.53203433
 0.53166214 0.53127978 0.53088727 0.53048464 0.53007193 0.52964917
 0.52921638 0.52877358 0.52832082 0.52785811 0.52738549 0.52690297
 0.52641058 0.52590834 0.52539626 0.52487437 0.52434269 0.52380123
 0.52325007 0.5226892  0.5221186  0.52153826 0.52094826 0.52034854
 0.51973911 0.51911999 0.51849119 0.51785272 0.51720458 0.51654678
 0.51587936 0.51520232 0.51451568 0.51381947 0.51311367 0.51239832
 0.51167346 0.51093912 0.51019531 0.50944208 0.50867945 0.50790748
 0.50712622 0.50633572 0.50553604 0.50472724 0.50390939 0.50308256
 0.50224682 0.50140226 0.50054898 0.49968709 0.49881669 0.49793789
 0.49705083 0.49615562 0.49525241 0.49434134 0.49342256 0.49249624
 0.49156254 0.49062167 0.48967379 0.48871912 0.48775786 0.48679019
 0.48581634 0.48483656 0.48385103 0.48285997 0.48186365 0.48086232
 0.47985624 0.4788457  0.47783097 0.47681233 0.47579009 0.47476451
 0.47373591 0.47270458 0.47167084 0.470635   0.46959736 0.46855826
 0.46751802 0.46647695 0.46543539 0.46439366 0.4633521  0.46231104
 0.46127081 0.46023174 0.45919417 0.45815843 0.45712486 0.45609377
 0.45506548 0.45404034 0.45301857 0.45200051 0.45098647 0.44997685
 0.44897198 0.44797216 0.44697768 0.44598882 0.44500588 0.44402909
 0.44305876 0.44209516 0.44113852 0.44018911 0.43924713 0.43831283
 0.43738642 0.43646812 0.43555814 0.43465669 0.43376395 0.4328801
 0.43200532 0.43113976 0.43028359 0.42943694 0.42859996 0.42777275
 0.42695545 0.42614815 0.42535095 0.42456393 0.42378718 0.42302075
 0.42226466 0.42151894 0.42078364 0.4200588  0.41934445 0.41864064
 0.41794733 0.41726451 0.41659217 0.4159303  0.41527891 0.41463798
 0.41400751 0.41338745 0.41277773 0.41217826 0.41158899 0.41100981
 0.41044057 0.40988126 0.40933175 0.40879189 0.40826162 0.40774078
 0.4072288  0.40672604 0.40623235 0.40574765 0.40527179 0.40480459
 0.40434595 0.40389571 0.40345377 0.40301992 0.40259403 0.40217592
 0.40176546 0.40136243 0.40096672 0.40057815 0.40019658 0.39982183
 0.39945373 0.39909213 0.39873683 0.3983872  0.39804359 0.39770583
 0.39737375 0.39704719 0.39672598 0.39640997 0.39609898 0.39579286
 0.39549146 0.39519461 0.39490215 0.39461393 0.3943298  0.39404961
 0.3937732  0.39350043 0.39323116 0.39296522 0.3927025  0.39244287
 0.39218616 0.39193228 0.39168108 0.39143244 0.39118622 0.39094226
 0.39070047 0.39046073 0.39022288 0.3899868  0.38975238 0.38951951
 0.38928811 0.38905809 0.38882928 0.38860158 0.38837491 0.38814915
 0.38792418 0.38769994 0.38747632 0.38725327 0.38703067 0.38680843
 0.38658647 0.3863647  0.38614306 0.38592145 0.3856998  0.38547804
 0.3852561  0.3850339  0.38481138 0.38458843 0.38436498 0.38414098
 0.38391637 0.38369108 0.38346506 0.38323825 0.3830106  0.38278206
 0.3825526  0.38232218 0.38209075 0.38185826 0.38162465 0.38138988
 0.38115391 0.38091669 0.38067818 0.38043834 0.38019713 0.37995451
 0.37971045 0.37946492 0.37921788 0.37896929 0.37871914 0.37846739
 0.37821402 0.377959   0.37770229 0.37744389 0.37718377 0.37692192
 0.37665833 0.37639298 0.37612586 0.37585696 0.37558627 0.37531379
 0.37503951 0.37476343 0.3744859  0.37420654 0.37392535 0.37364235
 0.37335754 0.37307093 0.37278254 0.37249238 0.37220047 0.37190683
 0.37161148 0.37131445 0.37101576 0.37071545 0.37041354 0.37011007
 0.36980507 0.36949859 0.36919066 0.36888133 0.36857065 0.36825865
 0.3679454  0.36763094 0.36731534 0.36699865 0.36668093 0.36636224
 0.36604266 0.36572224 0.36540106 0.36507919 0.3647567  0.36443369
 0.36411021 0.36378637 0.36346223 0.36313789 0.36281343 0.36248895
 0.36216454 0.36184029 0.3615163  0.36119267 0.3608695  0.36054689
 0.36022495 0.35990377 0.35958349 0.35926419 0.35894599 0.358629
 0.35831333 0.3579991  0.35768643 0.35737542 0.3570662  0.35675888
 0.35645357 0.35615041 0.3558495  0.35555096 0.35525492 0.3549615
 0.3546708  0.35438296 0.35409809 0.35381631 0.35353774 0.3532625
 0.35299071 0.35272248 0.35245793 0.35219717 0.35194033 0.35168751
 0.35143883 0.35119439 0.35095432 0.35071871 0.35048768 0.35026133
 0.35003977 0.34982309 0.3496114  0.3494048  0.34920338 0.34900725
 0.34881648 0.34863118 0.34845142 0.3482773  0.3481089  0.34794629
 0.34778956 0.34763878 0.34749403 0.34735536 0.34722286 0.34709657
 0.34697657 0.34686291 0.34675564 0.34665482 0.3465605  0.34647272
 0.34639153 0.34631697 0.34624906 0.34618786 0.34613337 0.34608564
 0.34604468 0.34601052 0.34598317 0.34596265 0.34594896]",LW
2,arteries_rarm1_0,"[[-288.35043592  -15.7968828  -230.05156457]
 [-288.34999795  -15.87847545 -230.16161377]
 [-288.34871096  -15.71536017 -229.94147836]
 ...
 [-265.63052709  -36.17141271 -325.66558499]
 [-265.62825545  -36.28428244 -325.68935934]
 [-265.62615706  -36.35642954 -325.7055146 ]]","[0.52721409 0.52721236 0.52720891 0.52720373 0.52719683 0.5271882
 0.52717784 0.52716577 0.52715197 0.52713646 0.52711922 0.52710026
 0.52707958 0.52705718 0.52703306 0.52700722 0.52697967 0.52695039
 0.52691939 0.52688667 0.52685224 0.52681608 0.5267782  0.5267386
 0.52669729 0.52665425 0.5266095  0.52656303 0.52651485 0.52646494
 0.52641333 0.52635999 0.52630495 0.52624819 0.52618971 0.52612953
 0.52606763 0.52600402 0.52593871 0.52587169 0.52580296 0.52573252
 0.52566039 0.52558655 0.525511   0.52543376 0.52535481 0.52527416
 0.52519181 0.52510776 0.52502202 0.52493458 0.52484544 0.52475461
 0.52466209 0.52456787 0.52447197 0.52437438 0.5242751  0.52417413
 0.52407149 0.52396716 0.52386114 0.52375345 0.52364408 0.52353302
 0.5234203  0.52330589 0.52318982 0.52307207 0.52295265 0.52283156
 0.52270881 0.52258438 0.52245829 0.52233053 0.52220111 0.52207002
 0.52193728 0.52180287 0.52166681 0.5215291  0.52138973 0.52124872
 0.52110605 0.52096175 0.5208158  0.5206682  0.52051897 0.5203681
 0.52021559 0.52006145 0.51990568 0.51974827 0.51958924 0.51942859
 0.51926631 0.51910241 0.51893689 0.51876975 0.518601   0.51843063
 0.51825864 0.51808504 0.51790983 0.51773301 0.51755459 0.51737456
 0.51719292 0.51700969 0.51682486 0.51663844 0.51645042 0.51626082
 0.51606964 0.51587687 0.51568252 0.51548659 0.51528908 0.51509
 0.51488935 0.51468713 0.51448335 0.514278   0.5140711  0.51386263
 0.51365261 0.51344103 0.5132279  0.51301323 0.51279701 0.51257926
 0.51235996 0.51213913 0.51191676 0.51169286 0.51146744 0.51124049
 0.51101202 0.51078202 0.51055051 0.51031749 0.51008295 0.5098469
 0.50960934 0.50937029 0.50912973 0.50888767 0.50864412 0.50839909
 0.50815257 0.50790457 0.50765508 0.50740413 0.5071517  0.5068978
 0.50664243 0.5063856  0.5061273  0.50586755 0.50560634 0.50534368
 0.50507957 0.50481402 0.50454703 0.5042786  0.50400873 0.50373744
 0.50346471 0.50319056 0.50291498 0.50263799 0.50235958 0.50207976
 0.50179853 0.50151589 0.50123186 0.50094643 0.5006596  0.50037139
 0.50008179 0.49979081 0.49949845 0.49920471 0.4989096  0.49861312
 0.49831528 0.49801607 0.4977155  0.49741357 0.49711029 0.49680566
 0.49649969 0.49619238 0.49588373 0.49557375 0.49526244 0.4949498
 0.49463585 0.49432059 0.49400401 0.49368613 0.49336695 0.49304648
 0.49272471 0.49240165 0.4920773  0.49175168 0.49142477 0.49109659
 0.49076713 0.49043642 0.49010443 0.48977119 0.4894367  0.48910096
 0.48876397 0.48842575 0.48808629 0.4877456  0.48740369 0.48706055
 0.4867162  0.48637063 0.48602385 0.48567586 0.48532667 0.48497628
 0.48462469 0.48427191 0.48391794 0.4835628  0.48320647 0.48284897
 0.48249031 0.48213049 0.48176952 0.48140739 0.48104412 0.48067971
 0.48031416 0.47994748 0.47957968 0.47921075 0.4788407  0.47846954
 0.47809727 0.47772389 0.47734941 0.47697384 0.47659717 0.47621942
 0.47584059 0.47546069 0.47507971 0.47469767 0.47431456 0.4739304
 0.47354519 0.47315894 0.47277164 0.47238331 0.47199394 0.47160355
 0.47121213 0.4708197  0.47042626 0.47003181 0.46963636 0.46923991
 0.46884247 0.46844405 0.46804464 0.46764425 0.46724289 0.46684057
 0.46643728 0.46603303 0.46562784 0.46522169 0.4648146  0.46440658
 0.46399762 0.46358774 0.46317693 0.46276521 0.46235257 0.46193903
 0.46152459 0.46110925 0.46069303 0.46027592 0.45985795 0.4594391
 0.45901938 0.45859881 0.45817739 0.45775511 0.45733199 0.45690804
 0.45648325 0.45605763 0.45563119 0.45520393 0.45477586 0.45434699
 0.45391731 0.45348684 0.45305557 0.45262353 0.45219071 0.45175711
 0.45132276 0.45088764 0.45045177 0.45001515 0.44957779 0.44913969
 0.44870086 0.44826131 0.44782104 0.44738005 0.44693835 0.44649594
 0.44605285 0.44560905 0.44516458 0.44471942 0.44427359 0.4438271
 0.44337994 0.44293213 0.44248367 0.44203457 0.44158483 0.44113445
 0.44068346 0.44023184 0.43977961 0.43932677 0.43887333 0.4384193
 0.43796468 0.43750947 0.43705369 0.43659733 0.43614041 0.43568294
 0.43522491 0.43476633 0.43430722 0.43384757 0.4333874  0.4329267
 0.43246549 0.43200376 0.43154154 0.43107882 0.4306156  0.43015191
 0.42968773 0.42922309 0.42875798 0.42829241 0.42782638 0.42735992
 0.42689304 0.42642573 0.42595799 0.42548984 0.42502127 0.4245523
 0.42408293 0.42361317 0.42314302 0.42267248 0.42220157 0.42173029
 0.42125865 0.42078665 0.42031429 0.4198416  0.41936856 0.41889519
 0.4184215  0.41794749 0.41747317 0.41699855 0.41652367 0.41604851
 0.41557308 0.41509737 0.4146214  0.41414517 0.41366868 0.41319195
 0.41271497 0.41223776 0.41176033 0.41128268 0.41080481 0.41032673
 0.40984846 0.40936999 0.40889134 0.40841251 0.4079335  0.40745432
 0.40697499 0.4064955  0.40601586 0.40553608 0.40505617 0.40457613
 0.40409598 0.40361571 0.40313534 0.40265488 0.40217432 0.40169369
 0.40121298 0.4007322  0.40025136 0.39977047 0.39928953 0.39880854
 0.39832752 0.39784648 0.39736541 0.39688433 0.39640324 0.39592215
 0.39544108 0.39496001 0.39447896 0.39399794 0.39351695 0.393036
 0.39255509 0.39207423 0.39159344 0.39111271 0.39063206 0.39015147
 0.38967097 0.38919057 0.38871027 0.38823008 0.38775001 0.38727008
 0.38679028 0.38631064 0.38583115 0.38535182 0.38487266 0.38439368
 0.38391487 0.38343626 0.38295783 0.3824796  0.38200158 0.38152376
 0.38104617 0.3805688  0.38009167 0.37961477 0.37913813 0.37866174
 0.37818561 0.37770975 0.37723417 0.37675889 0.3762839  0.37580922
 0.37533485 0.3748608  0.37438708 0.37391369 0.37344064 0.37296794
 0.37249559 0.3720236  0.37155198 0.37108073 0.37060987 0.37013939
 0.36966932 0.36919964 0.36873037 0.36826153 0.36779311 0.36732512
 0.36685758 0.36639048 0.36592384 0.3654577  0.36499203 0.36452683
 0.36406212 0.3635979  0.36313419 0.36267097 0.36220828 0.3617461
 0.36128445 0.36082334 0.36036278 0.35990276 0.35944331 0.35898442
 0.35852611 0.35806838 0.35761124 0.35715469 0.35669876 0.35624343
 0.35578872 0.35533464 0.35488119 0.35442837 0.3539762  0.35352469
 0.35307384 0.35262365 0.35217414 0.35172531 0.35127718 0.35082974
 0.35038301 0.34993699 0.34949169 0.34904712 0.34860328 0.34816019
 0.34771784 0.34727626 0.34683544 0.34639539 0.34595611 0.34551763
 0.34507993 0.34464303 0.34420694 0.34377167 0.34333721 0.34290358
 0.34247078 0.34203883 0.34160773 0.34117749 0.34074812 0.34031962
 0.339892   0.33946526 0.33903943 0.33861449 0.33819046 0.33776735
 0.33734515 0.33692389 0.33650357 0.33608418 0.33566575 0.33524828
 0.33483177 0.33441623 0.33400166 0.33358809 0.33317551 0.33276394
 0.33235337 0.33194382 0.33153529 0.33112778 0.33072132 0.3303159
 0.32991153 0.32950823 0.329106   0.32870483 0.32830475 0.32790575
 0.32750785 0.32711105 0.32671536 0.32632078 0.32592732 0.32553498
 0.32514378 0.32475372 0.3243648  0.32397703 0.32359042 0.32320497
 0.3228207  0.32243761 0.32205571 0.321675   0.3212955  0.3209172
 0.32054012 0.32016426 0.31978962 0.31941621 0.31904404 0.31867312
 0.31830344 0.31793502 0.31756786 0.31720197 0.31683735 0.31647402
 0.31611198 0.31575124 0.31539179 0.31503366 0.31467684 0.31432135
 0.31396718 0.31361435 0.31326286 0.31291272 0.31256393 0.3122165
 0.31187043 0.31152574 0.31118243 0.3108405  0.31049997 0.31016083
 0.30982311 0.30948702 0.30915235 0.30881887 0.30848683 0.30815622
 0.30782704 0.30749932 0.30717304 0.30684822 0.30652487 0.306203
 0.3058826  0.3055637  0.30524628 0.30493036 0.30461594 0.30430302
 0.30399163 0.30368175 0.3033734  0.30306657 0.30276129 0.30245755
 0.30215535 0.30185471 0.30155563 0.30125811 0.30096217 0.30066779
 0.300375   0.30008379 0.29979417 0.29950615 0.29921973 0.29893492
 0.29865172 0.29837014 0.29809018 0.29781185 0.29753516 0.2972601
 0.29698669 0.29671493 0.29644482 0.29617636 0.29590957 0.29564443
 0.29538097 0.29511918 0.29485906 0.29460063 0.29434389 0.29408884
 0.29383549 0.29358385 0.29333391 0.29308568 0.29283916 0.29259437
 0.29235131 0.29210997 0.29187038 0.29163252 0.29139641 0.29116204
 0.29092942 0.29069856 0.29046946 0.29024213 0.29001657 0.28979279
 0.28957079 0.28935057 0.28913214 0.28891551 0.28870067 0.28848764
 0.28827641 0.28806699 0.28785938 0.2876536  0.28744963 0.28724748
 0.28704717 0.28684869 0.28665204 0.28645724 0.28626428 0.28607317
 0.28588391 0.28569651 0.28551097 0.2853273  0.2851455  0.28496557
 0.28478752 0.28461135 0.28443706 0.28426465 0.28409413 0.28392549
 0.28375874 0.28359389 0.28343094 0.28326986 0.28311068 0.28295342
 0.28279807 0.28264463 0.28249311 0.28234352 0.28219585 0.2820501
 0.28190629 0.28176441 0.28162447 0.28148647 0.2813504  0.28121629
 0.28108412 0.2809539  0.28082562 0.28069931 0.28057495 0.28045255
 0.28033211 0.2802136  0.28009704 0.27998244 0.27986981 0.27975916
 0.27965048 0.27954377 0.27943904 0.27933629 0.27923553 0.27913674
 0.27903995 0.2789451  0.27885225 0.27876139 0.27867252 0.27858565
 0.27850077 0.27841789 0.27833701 0.27825813 0.27818125 0.27810638
 0.27803352 0.27796266 0.27789381 0.27782697 0.27776214 0.27769932
 0.27763851 0.27757971 0.27752293 0.27746816 0.27741541 0.27736468
 0.27731596 0.27726927 0.27722459 0.27718194 0.27714132 0.27710272
 0.27706615 0.2770316  0.27699908 0.27696859 0.27694014 0.27691371
 0.27688932 0.27686696 0.27684663 0.27682835 0.2768121  0.27679787
 0.27678567 0.2767755  0.27676738 0.27676129 0.27675722 0.2767552 ]",LW
