0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.331681236310824357e+00,2.708103771553142455e-02,5.611426362309762661e-01,9.058347627341610531e-02,5.212972545707918876e-02,7.543316885408813538e-03,1.676110835564329719e-03,1.810064938051036813e-04,2.105895504275854136e-05,1.546383410072185725e-06,1.021529217512335006e-07,4.648420681345442448e-09,1.670557465834940598e-10,4.092272925394247651e-12,9.094136056523696017e-14,8.928147180699718815e-24,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.845854132309683685e-29,1.802151885994200869e-18,-9.093910800482586811e-13,-3.955865482564848863e-11,-1.144282279048704995e-09,-2.598849657320305424e-08,-4.197099262659200518e-07,-5.882428120031763884e-06,-5.714795191888865798e-05,-5.272333827071516666e-04,-3.122885050326092843e-03,-1.908551263822285543e-02,-6.885273507617599431e-02,-2.561815296473912151e-01,-5.931717371985035792e-01,-1.075858166931508819e+00
7.170394228981689366e+01,6.088334053395237788e+01,6.304450200743728772e+01,5.588010797643505612e+01,5.517310492340885730e+01,4.979021138350023534e+01,4.759074180649423624e+01,4.300319714263038406e+01,3.995878523697777496e+01,3.570292091338212259e+01,3.221246136739883070e+01,2.815518458732816498e+01,2.452128369171478539e+01,2.067414471358956618e+01,1.709330698234611390e+01,1.346239109193472316e+01,9.987902620776290874e+00,6.486057445348469841e+00,3.021011715334404713e+00,-5.197285010071431843e-01,-4.104310576342121486e+00,-7.769125406477483509e+00,-1.146742976883913556e+01,-1.521623589385013986e+01,-1.900064071956444778e+01,-2.288688615608094068e+01,-2.688602619543648231e+01,-3.109023845995529811e+01,-3.543761610287680952e+01,-3.999699455601090392e+01,-4.451419600237063889e+01,-4.909188958307819917e+01,-5.328186994262306797e+01,-5.748228450287243874e+01,-6.112424767160098327e+01,-6.512507529620208402e+01
-6.427157811506603480e+01,-7.119962930750622832e+01,-6.842724407259106556e+01,-7.235025627172608154e+01,-7.160375873306412586e+01,-7.403558100884714577e+01,-7.422141892805575480e+01,-7.591145922987826111e+01,-7.652027915983566686e+01,-7.784296032600727244e+01,-7.865065645297664787e+01,-7.981017110766282485e+01,-8.074729908520224342e+01,-8.188257323922897513e+01,-8.294257438205880817e+01,-8.411436195812638061e+01,-8.524631972328215568e+01,-8.639977856505407772e+01,-8.748228764206380959e+01,-8.851380305346067701e+01,-8.946116042564247550e+01,-9.035417022334920034e+01,-9.120622766817734828e+01,-9.204794658923469797e+01,-9.289723563145793150e+01,-9.375529430970196643e+01,-9.462347958313543472e+01,-9.547369598140876690e+01,-9.631776242324745851e+01,-9.711653352251217086e+01,-9.791647882176617657e+01,-9.866013252760716057e+01,-9.942092166638354911e+01,-1.000957382614929259e+02,-1.008314557141330283e+02,-1.014207267145703071e+02
-9.211664781342292940e+01,-9.550056351919246822e+01,-9.221214173049435203e+01,-9.329383811970066631e+01,-9.103679221872809535e+01,-9.068264905169786516e+01,-8.896754438116704478e+01,-8.849331404989399630e+01,-8.766109597318207136e+01,-8.750932098031415762e+01,-8.703177134661285663e+01,-8.657535501260866795e+01,-8.567418866937907751e+01,-8.460864100449983027e+01,-8.335091846198980647e+01,-8.219513404217519792e+01,-8.123432794816621083e+01,-8.062373382822087819e+01,-8.035452223350472423e+01,-8.040338583206307987e+01,-8.066862743260745106e+01,-8.105701842135589175e+01,-8.147695341818659642e+01,-8.185591895974073395e+01,-8.215036985537140879e+01,-8.231559859075946406e+01,-8.234652599046521004e+01,-8.221584569093550954e+01,-8.195771240149142045e+01,-8.155235239907571554e+01,-8.107311746007111708e+01,-8.047638050426380119e+01,-7.987690812690287601e+01,-7.916762203568399059e+01,-7.854721869305679149e+01,-7.776811616350369150e+01
-8.820003835913148293e+01,-9.233871025443349367e+01,-9.393338628830778703e+01,-9.611039416003208657e+01,-9.649549994001155540e+01,-9.748708176255422586e+01,-9.764324842389359560e+01,-9.835714912921940822e+01,-9.873086217089988281e+01,-9.947699185921317167e+01,-1.000666385132507088e+02,-1.007565338364632055e+02,-1.011567104480982380e+02,-1.013366058747737242e+02,-1.011674047509237653e+02,-1.007920237886620498e+02,-1.002257406281681256e+02,-9.952162205190782629e+01,-9.865516199733802694e+01,-9.766311701106823762e+01,-9.664587886130306060e+01,-9.572933907215551130e+01,-9.503194908495305526e+01,-9.451394398941594943e+01,-9.413176831664797817e+01,-9.368718583703832792e+01,-9.321230563830599181e+01,-9.257954138095024632e+01,-9.203193886244294220e+01,-9.141368228002912133e+01,-9.099116191833205392e+01,-9.039391535083106533e+01,-8.990987640829779082e+01,-8.898269163635062284e+01,-8.826233022589147481e+01,-8.684787003953344708e+01
9.009529746372220416e+01,8.345833371954580571e+01,8.801106560599842510e+01,8.552206874488888388e+01,8.897547549295433100e+01,8.934681765511646745e+01,9.290806509225424747e+01,9.486824495916880551e+01,9.836341973960593066e+01,1.006084953073268906e+02,1.032777482225368999e+02,1.048648370402006265e+02,1.064461542999600852e+02,1.074327068231637696e+02,1.085648579276406878e+02,1.096586604287012108e+02,1.110569356741164597e+02,1.125813272526740860e+02,1.142645811543340386e+02,1.159265326509352576e+02,1.175690618192193142e+02,1.191528504820518464e+02,1.207604571613285458e+02,1.224092480615623515e+02,1.241029667978392723e+02,1.257460416686243718e+02,1.272195557743275742e+02,1.283834062708686190e+02,1.292011432433713765e+02,1.296418674163795686e+02,1.298995489603090050e+02,1.300234756902591187e+02,1.302935016967608703e+02,1.306822024484845883e+02,1.313025845958670743e+02,1.320641305135338825e+02
2.933094087241571515e+02,2.894799583341597895e+02,2.924417648061056525e+02,2.896426716401294357e+02,2.910709517112396156e+02,2.894807507368955157e+02,2.908125708583330606e+02,2.908549557363952545e+02,2.927896145831460899e+02,2.938699392336833398e+02,2.958553187003581684e+02,2.970381191245376158e+02,2.985679228413749229e+02,2.995168811360833843e+02,3.005933872018463262e+02,3.013323469487095281e+02,3.022306859085058477e+02,3.031770223493366530e+02,3.045388218426500089e+02,3.061555541489655070e+02,3.080121575324822061e+02,3.097467243414589007e+02,3.112573130822872827e+02,3.124109654379777226e+02,3.133427580743892236e+02,3.140795060361622291e+02,3.147322359925578326e+02,3.152015160636601649e+02,3.156301361397145229e+02,3.159254949994876824e+02,3.165004554166002890e+02,3.171017042796271994e+02,3.183534759491000727e+02,3.194715786095691783e+02,3.214964945989543139e+02,3.226862260953805048e+02
2.937364824914770907e+02,2.896552989682379007e+02,2.940089433767602713e+02,2.921342410315085658e+02,2.954748137645446491e+02,2.959498547264037143e+02,2.991350811334103810e+02,3.007950176739539074e+02,3.036781590063391150e+02,3.050419742287131157e+02,3.067351696300466983e+02,3.071572274700340017e+02,3.078650525112947207e+02,3.081877049472407180e+02,3.092102148421512879e+02,3.105646020439481276e+02,3.126920317193487335e+02,3.152779518332684461e+02,3.183860797515171157e+02,3.216496363404787644e+02,3.248493859378950219e+02,3.274805136870057254e+02,3.293479652274342584e+02,3.303758699815639375e+02,3.309468739748654684e+02,3.314195436677682096e+02,3.320821713720420689e+02,3.327861975592554131e+02,3.333735239069653176e+02,3.336362583123121226e+02,3.337951447652434354e+02,3.336639463918819501e+02,3.333830926837330253e+02,3.320211331170847870e+02,3.303588061534956068e+02,3.273177008243574164e+02
7.882630023879349324e+01,7.510206263466970711e+01,7.566883373560686721e+01,7.192919370724327166e+01,7.448794837316087580e+01,7.704777462837603252e+01,8.396521049003233372e+01,8.935918822950027618e+01,9.363773211758842763e+01,9.413324763601227119e+01,9.243227369578966091e+01,8.948274381599857463e+01,8.792836444574332688e+01,8.846320929781840903e+01,9.135691193661043030e+01,9.509792986954286675e+01,9.831246188305792089e+01,9.982807514690627215e+01,9.963907751306358307e+01,9.848391840641210138e+01,9.758035151201619328e+01,9.787159205689816588e+01,9.978446924141748298e+01,1.031453368617984268e+02,1.072218269467014977e+02,1.111756026975882037e+02,1.138229818568103866e+02,1.144666955465937122e+02,1.121874474800716825e+02,1.074019271131129187e+02,9.954397859858170250e+01,9.187244689583282309e+01,8.189560185506685741e+01,7.853588752240661108e+01,7.231357667230108177e+01,7.800908972754443482e+01
