8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01
7.831546435746660961e+01,7.893166912012831915e+01,7.965281392752679324e+01,7.983012545247827063e+01,7.997015001993028704e+01,7.998944569828859130e+01,7.999871790222421453e+01,7.999968071534127034e+01,7.999996971835888360e+01,7.999999462304380415e+01,7.999999957917958682e+01,7.999999994530531922e+01,7.999999999638185955e+01,7.999999999964636288e+01,7.999999999998007638e+01,7.999999999999842260e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.999999999999941735e+01,7.999999999998422595e+01,7.999999999979486631e+01,7.999999999665642747e+01,7.999999996649400202e+01,7.999999954268639613e+01,7.999999654760495105e+01,7.999996118441171689e+01,7.999978541619817918e+01,7.999808430237226275e+01,7.999246199603760488e+01,7.995069328874419057e+01,7.986421449684996787e+01,7.945708725227416380e+01,7.893915711418446790e+01,7.828233063078450016e+01,7.770094446245178688e+01
6.776823346409342719e+01,6.812300141510536378e+01,6.859626231045197642e+01,6.946230714294624420e+01,7.026051838994838761e+01,7.121092890771839734e+01,7.196538632984369599e+01,7.252712852606607896e+01,7.292639917832150331e+01,7.316486091014429860e+01,7.333885707437823953e+01,7.343738562042476303e+01,7.342862975877099529e+01,7.336692311458430993e+01,7.320804201578643244e+01,7.305287241701351775e+01,7.282176138013031164e+01,7.252751529184978097e+01,7.210897863419802434e+01,7.156297202893432541e+01,7.094106657576027430e+01,7.022895731364911853e+01,6.947704949749159198e+01,6.861848624534626140e+01,6.771520754731487557e+01,6.681392028616599532e+01,6.605986059924039466e+01,6.555234591805175626e+01,6.530871760796864578e+01,6.528446988263999629e+01,6.537457343024617273e+01,6.553401280861433520e+01,6.571846825976781759e+01,6.592589834218613021e+01,6.610681204515039155e+01,6.624083222431801232e+01,6.631829773796994232e+01,6.641344539021331173e+01,6.660473350445607821e+01,6.696738422760537901e+01,6.749488859535944130e+01,6.814914162408511800e+01,6.885962646942178367e+01,6.957252331193362238e+01,7.021730643915485359e+01,7.071919845102608804e+01,7.100007495465374063e+01,7.103430814277236038e+01,7.085127237817610535e+01,7.052322586172626018e+01,7.010461850200553613e+01,6.962078172126877007e+01,6.908150011244875088e+01,6.852114883704881265e+01,6.799743008724914262e+01,6.756286051780122648e+01,6.722974791298632624e+01,6.697383743986550542e+01,6.676415887146067973e+01,6.659020074197927386e+01,6.645971020906461035e+01,6.637729195815933281e+01,6.632934671338038868e+01,6.629062226921202239e+01,6.624337287208369673e+01,6.619221892577770916e+01,6.616345162974384664e+01,6.619239200104641441e+01,6.631042174700439773e+01,6.654044462095825452e+01,6.690563920138373533e+01,6.743518353558791034e+01,6.815826571911918563e+01,6.907472993081452728e+01,7.013096272146226795e+01,7.121841325028552205e+01,7.220981730526084164e+01,7.301178787785187296e+01,7.359925453495206682e+01,7.402527676562679915e+01,7.438516117467702315e+01,7.477665813226296621e+01,7.524619816076778989e+01,7.577387728482672458e+01,7.628585959149093298e+01,7.669750182678755834e+01,7.695913436280355313e+01,7.706928341682403527e+01,7.705741880698158752e+01,7.695902321808432589e+01,7.677056966110004055e+01,7.648581622911694922e+01,7.607930686775894458e+01,7.559615867721110760e+01,7.512073872165464650e+01,7.476951824493838217e+01,7.464692385566434041e+01,7.474203427161627644e+01,7.498758634849424709e+01,7.523082691900867758e+01,7.532465577781114519e+01
7.367190735127799428e+01,7.348476655222665954e+01,7.288613768488238520e+01,7.238477739944404732e+01,7.155293160977566913e+01,7.091798447520876891e+01,7.014156473543427239e+01,6.967871758648971081e+01,6.918782974496863858e+01,6.887791948592884239e+01,6.854189372616964704e+01,6.821061764863695487e+01,6.788056275413411811e+01,6.758731089810287074e+01,6.735196914288384562e+01,6.727875996621664001e+01,6.724688216209666791e+01,6.738177915560261511e+01,6.749254316420950772e+01,6.770032056383611518e+01,6.790017330552353769e+01,6.817674219035360750e+01,6.849950418260304730e+01,6.885573278151552756e+01,6.920640244602914493e+01,6.946919082920310018e+01,6.961645881578111528e+01,6.959988387586545855e+01,6.945731697321795650e+01,6.921392234585961489e+01,6.893672974960443867e+01,6.865234798609461109e+01,6.837067308655393560e+01,6.806935762705494142e+01,6.771734831744672078e+01,6.730378786703784044e+01,6.682857240196496207e+01,6.631676581627283440e+01,6.577890986852688116e+01,6.523168045371569690e+01,6.467494448713816269e+01,6.412926091661792327e+01,6.361274292192125301e+01,6.316013297626140144e+01,6.278717259582824539e+01,6.250196091650801833e+01,6.228725045760305790e+01,6.212325603696682208e+01,6.198441526375121668e+01,6.185638969133506038e+01,6.172565513261099568e+01,6.158739024942536844e+01,6.143668335595781826e+01,6.128000513447457109e+01,6.113084845299316328e+01,6.101508744291239594e+01,6.096023433990054485e+01,6.099368813920730048e+01,6.113562520970568670e+01,6.140091376215377039e+01,6.179550490346635883e+01,6.231442593913767780e+01,6.293737390926300890e+01,6.363343543674626801e+01,6.437356828233899364e+01,6.514832588212462383e+01,6.597751468582995926e+01,6.690253121396163749e+01,6.796292314713547000e+01,6.916859830805825027e+01,7.048382855189397844e+01,7.183444678358610247e+01,7.313028055596105048e+01,7.430032075311514461e+01,7.531265173393413193e+01,7.618564238143937928e+01,7.697002383643288681e+01,7.772319954377903173e+01,7.847659904136516218e+01,7.921718279103939153e+01,7.989325717427281859e+01,8.044039362045295150e+01,8.081581792604562509e+01,8.102085927291584255e+01,8.109854914438078310e+01,8.111298377908910595e+01,8.112204670568947051e+01,8.116075625257471415e+01,8.123477415136311208e+01,8.132965812613970513e+01,8.142618001741766420e+01,8.150188195477595343e+01,8.156385738355852766e+01,8.160290534162000142e+01,8.163726033615263589e+01,8.164058878932044649e+01,8.160343238343257610e+01,8.150993997698724058e+01,8.137828198204287844e+01,8.125771414386041158e+01,8.120191540451270384e+01
1.031118703293777088e+02,1.031086257989872621e+02,1.019414026719718862e+02,1.016533829600181065e+02,1.005659096352781319e+02,1.000590710788183486e+02,9.905224675340996043e+01,9.846094577825560634e+01,9.762107632464879714e+01,9.704928298163368083e+01,9.634187392002198180e+01,9.583526582876413613e+01,9.545778178049644680e+01,9.537231860190712496e+01,9.551688510640845209e+01,9.584948692932898950e+01,9.627922464793331869e+01,9.680409854475908560e+01,9.726827349433746406e+01,9.769084764458618508e+01,9.789093861384327511e+01,9.802583201602278962e+01,9.810272369199864784e+01,9.833990275795098057e+01,9.871011641209346976e+01,9.921569668761748062e+01,9.973987432714257295e+01,1.001982642081388519e+02,1.004918403001346405e+02,1.004939593207042492e+02,1.000921938986653288e+02,9.921245742887876418e+01,9.792530476145068974e+01,9.638716541530152426e+01,9.481061314717827315e+01,9.334840232892773315e+01,9.207503330596578905e+01,9.099938544707559629e+01,9.010963791354474495e+01,8.939892947315611593e+01,8.884759542897887741e+01,8.841627349065404928e+01,8.803283243781262968e+01,8.764589216740313304e+01,8.725249560859852238e+01,8.693549135990689081e+01,8.682718406055064975e+01,8.706526565579906674e+01,8.772043727525938550e+01,8.877612050542967381e+01,9.012724475019152237e+01,9.163615174412458941e+01,9.317774565109185403e+01,9.468695193575072722e+01,9.615954087112049820e+01,9.763729661426033601e+01,9.916652467936449966e+01,1.007707726087972446e+02,1.024293002191013784e+02,1.040833353552209530e+02,1.056478464753284925e+02,1.070356911233404702e+02,1.081729574489853860e+02,1.090126275480650690e+02,1.095345416512832770e+02,1.097447323350735644e+02,1.096666623012967392e+02,1.093398763751384735e+02,1.088141398945469120e+02,1.081503923068577535e+02,1.074144485976814707e+02,1.066701683633544775e+02,1.059698402961729613e+02,1.053448733929534455e+02,1.048070581394894276e+02,1.043549781854662797e+02,1.039871801865912033e+02,1.037128763958129980e+02,1.035510137506819603e+02,1.035222812926194962e+02,1.036368052064283347e+02,1.038845916552612891e+02,1.042431111874752503e+02,1.046823227678147532e+02,1.051881782176124602e+02,1.057570188998782044e+02,1.064172949559946488e+02,1.071950729583722506e+02,1.081346683914083542e+02,1.092485064116960842e+02,1.105311873413397592e+02,1.119290011921570596e+02,1.133405304763433179e+02,1.146497064482077803e+02,1.157097694206233456e+02,1.164448220204635049e+02,1.168031551696826824e+02,1.168571081669533100e+02,1.167202059567912613e+02,1.165458209413004766e+02,1.164732052801184352e+02
1.470417224938871641e+02,1.468176320317623436e+02,1.451708504380279408e+02,1.446292132539591364e+02,1.429647756991695928e+02,1.421159938670865870e+02,1.404887212703376065e+02,1.394773767934927662e+02,1.380526535176115885e+02,1.371418070861127489e+02,1.361727275208999970e+02,1.356621817586300836e+02,1.353379164040497926e+02,1.354093557279254014e+02,1.356976224573868990e+02,1.362179136522788383e+02,1.368036758641690938e+02,1.374347919068261774e+02,1.379963058872837109e+02,1.385648415009216308e+02,1.390701855997833150e+02,1.396601370747899296e+02,1.402498753162612672e+02,1.409568742578227898e+02,1.416607072186346556e+02,1.424019347007590852e+02,1.430608594763902488e+02,1.436299341278567567e+02,1.440402380781261797e+02,1.442776298644741075e+02,1.443349031355371608e+02,1.442198178015973724e+02,1.439791002107235443e+02,1.436649875698670371e+02,1.433543301467461504e+02,1.431063099381406118e+02,1.429614093320074630e+02,1.429126857953699243e+02,1.429175570016207644e+02,1.428972160843668178e+02,1.427717849905855587e+02,1.424896073424774556e+02,1.420520650052880569e+02,1.415298452339483219e+02,1.410309791579021237e+02,1.406763367291609654e+02,1.405452235564129069e+02,1.406681589426502228e+02,1.410247883957740385e+02,1.415847055848376499e+02,1.423263695230917278e+02,1.432543434486785259e+02,1.443734565876329157e+02,1.456748749370008511e+02,1.471149771248992693e+02,1.486296849623996081e+02,1.501407839304810636e+02,1.515717351513328595e+02,1.528397398002744012e+02,1.538558719962487089e+02,1.545251731853999502e+02,1.547755490511628693e+02,1.545918321022319049e+02,1.540467476175163029e+02,1.532880976813227676e+02,1.524895135415046070e+02,1.517807338028172239e+02,1.512100004297119256e+02,1.507513582403440182e+02,1.503486693333980213e+02,1.499524066268707259e+02,1.495284572827488319e+02,1.490474460325619930e+02,1.484767244773292987e+02,1.477963105592165221e+02,1.470203551080678608e+02,1.462088773861154323e+02,1.454534844296875065e+02,1.448485810015362176e+02,1.444614723701180310e+02,1.443226222251148840e+02,1.444261272308687865e+02,1.447505507528710496e+02,1.452684639886492732e+02,1.459606049535171621e+02,1.468077079174649100e+02,1.477913347881125787e+02,1.488822326321576952e+02,1.500401492528879999e+02,1.512141543167471980e+02,1.523347656483298351e+02,1.533512638222351256e+02,1.542092714797840358e+02,1.549208725431260802e+02,1.555015687047319091e+02,1.559996224322130161e+02,1.564384435002335749e+02,1.568098407811167192e+02,1.571013340621770169e+02,1.572829879662799613e+02,1.573409031645849154e+02
1.950562441691942865e+02,1.947950013440837438e+02,1.935435659451531762e+02,1.934386591437184961e+02,1.925615784831223891e+02,1.925197273104762132e+02,1.918742705692166055e+02,1.917384311332487528e+02,1.912330939161719527e+02,1.909844057144636338e+02,1.905411508999231103e+02,1.901791156836263497e+02,1.898451261549686535e+02,1.897236169097888023e+02,1.898371618900926308e+02,1.903547145180241102e+02,1.911133870477531786e+02,1.921755469535971486e+02,1.932718602446456089e+02,1.943966694784476203e+02,1.953307330478301935e+02,1.961248264602223514e+02,1.966748813851373825e+02,1.970999742185753689e+02,1.973613474399238044e+02,1.975561413453304453e+02,1.976500553796801398e+02,1.976870843734193102e+02,1.976313613589785803e+02,1.974829156967788037e+02,1.972041768298802538e+02,1.967793946414646769e+02,1.962119797282740024e+02,1.955381040990483825e+02,1.948350458822919506e+02,1.941908161156198958e+02,1.936928775220911518e+02,1.933954879487041296e+02,1.932985221625523877e+02,1.933491236619386484e+02,1.934370263743451517e+02,1.934419976509005608e+02,1.932503804334111521e+02,1.928094213575116385e+02,1.921265747887463249e+02,1.912907028972677210e+02,1.904377033934266876e+02,1.897415563550911202e+02,1.893582065501984175e+02,1.894076754020175599e+02,1.899283496178281609e+02,1.908837614007204309e+02,1.921570361048850941e+02,1.935900355267267514e+02,1.950084290182929010e+02,1.962699184801017509e+02,1.972857111951255717e+02,1.980402745976834353e+02,1.985745691608694017e+02,1.989662703848763670e+02,1.992939754546635527e+02,1.996177675918558521e+02,1.999624458165247063e+02,2.003186702319092092e+02,2.006465482073523958e+02,2.008906008535779222e+02,2.009917047296163446e+02,2.009029137493197936e+02,2.005945311761836933e+02,2.000612850641858813e+02,1.993226907614891843e+02,1.984275674780354279e+02,1.974502616211579493e+02,1.964791140713819004e+02,1.955942729517174428e+02,1.948447477664257690e+02,1.942349705316430004e+02,1.937298338133981019e+02,1.932749626094981750e+02,1.928233978049634061e+02,1.923559716389860341e+02,1.918855651246494745e+02,1.914521295915178314e+02,1.911050281961946382e+02,1.908949824540969473e+02,1.908578725007922117e+02,1.910174919423854760e+02,1.913734243339110890e+02,1.919115301813315568e+02,1.925949015246364979e+02,1.933745197860334599e+02,1.941882048834149259e+02,1.949614391687613590e+02,1.956280187077279606e+02,1.961186657797873920e+02,1.964096458027991048e+02,1.964974720884576982e+02,1.964363439823695501e+02,1.963039372979627331e+02,1.961771399943905010e+02,1.961309679379414206e+02
2.382725879033710896e+02,2.391003790158001436e+02,2.391251449702442642e+02,2.396177877053467284e+02,2.395353685049286980e+02,2.395972628176503179e+02,2.392908540274395079e+02,2.390592364614356597e+02,2.386441539387717796e+02,2.384165034720501808e+02,2.381798863694809256e+02,2.382261918567330099e+02,2.383404495713693052e+02,2.387027979927419210e+02,2.390374756059536594e+02,2.394897634037451724e+02,2.397804655347464120e+02,2.401172936957482875e+02,2.403491910662941677e+02,2.407423026839957458e+02,2.412585671379720225e+02,2.420665232199919785e+02,2.430644605842174713e+02,2.442104196765226334e+02,2.453029200030399011e+02,2.462177741709990073e+02,2.468385424194747486e+02,2.471763073346384658e+02,2.473101495850098956e+02,2.473687170749841471e+02,2.474590315574741624e+02,2.476292611587676902e+02,2.478580671434181681e+02,2.480947254383245877e+02,2.482613272647549252e+02,2.483171699216327113e+02,2.482026619712137858e+02,2.479052955628863799e+02,2.473918206256005305e+02,2.466941875109245075e+02,2.458596496200323145e+02,2.450116477867558160e+02,2.442770795236740184e+02,2.437854749031669712e+02,2.435812316801760460e+02,2.436315759597263764e+02,2.438061496221518780e+02,2.439588090065860229e+02,2.439567201957736415e+02,2.437476382454265718e+02,2.433372295301105623e+02,2.427934164272899409e+02,2.422059742059173573e+02,2.416915404154747762e+02,2.413665541147067302e+02,2.413316893336571809e+02,2.416233371174431852e+02,2.421899452180622063e+02,2.428849286397958736e+02,2.435118630875421104e+02,2.438846992266066138e+02,2.438971120864612772e+02,2.435544113357723859e+02,2.429711846186020239e+02,2.423238108064301741e+02,2.417910326035809589e+02,2.414967738260779129e+02,2.414837327850002566e+02,2.417144770392088731e+02,2.420953572555729636e+02,2.425042959373142821e+02,2.428175770862479794e+02,2.429317984782290409e+02,2.427889916870964271e+02,2.423899528284655389e+02,2.418017403737941322e+02,2.411337429052582593e+02,2.405132084959070653e+02,2.400488498283824867e+02,2.398153899675616572e+02,2.398480028722128452e+02,2.401400374695947164e+02,2.406573223696656783e+02,2.413356315959709661e+02,2.421084874389882202e+02,2.429100333603556408e+02,2.436991739833853785e+02,2.444488730935533738e+02,2.451444839058075331e+02,2.457733977594689634e+02,2.463190437523984997e+02,2.467823626257214187e+02,2.471660737271705841e+02,2.474922070957909455e+02,2.477657227655411987e+02,2.479811510327790245e+02,2.481209744048241532e+02,2.481727657084770442e+02,2.481626163334182138e+02,2.481215851872477174e+02,2.481051613839589720e+02
2.737550595359180647e+02,2.743726617652317827e+02,2.746720754513796692e+02,2.752249261552297526e+02,2.753746608275483254e+02,2.756707759713333985e+02,2.755941305919450315e+02,2.756926789239535651e+02,2.755729244235353690e+02,2.757566996382313960e+02,2.758750831911407317e+02,2.763390021526207079e+02,2.767524830363886394e+02,2.773448717128732142e+02,2.777738835355830247e+02,2.781249084745093114e+02,2.782226631393033927e+02,2.781217972703511236e+02,2.778459974266087329e+02,2.775013339692275167e+02,2.772023996522362950e+02,2.770434616763602094e+02,2.770277941680122353e+02,2.771307161753401829e+02,2.772185229987661046e+02,2.772482325419981066e+02,2.771540812535641862e+02,2.770372216066963347e+02,2.769762651531438564e+02,2.771342054867943148e+02,2.775440299860921982e+02,2.782077185672841324e+02,2.789547911349452534e+02,2.796155108924544379e+02,2.799745082546862704e+02,2.799662597585608523e+02,2.796061079117928330e+02,2.790777195309329386e+02,2.785699920326295000e+02,2.782836619254302377e+02,2.782873124540075764e+02,2.785742137340670297e+02,2.790283126165276144e+02,2.795365548515566161e+02,2.799905913867951313e+02,2.803517730550077545e+02,2.806032159782718622e+02,2.807511130405623589e+02,2.807710440421776639e+02,2.806260516616193854e+02,2.802675695456766789e+02,2.796851690330099132e+02,2.789175284520104015e+02,2.780654062696509072e+02,2.772545251434409579e+02,2.766058374493298402e+02,2.761944274852208991e+02,2.760441813310286534e+02,2.761261773294816635e+02,2.763786838576372702e+02,2.767158368654345963e+02,2.770473050409370899e+02,2.772931818598268023e+02,2.774116173672375680e+02,2.774133413422629815e+02,2.773642241403292132e+02,2.773601306913953977e+02,2.774939622695284811e+02,2.778244324058178449e+02,2.783638509500462419e+02,2.790809089300609571e+02,2.799130870531862456e+02,2.807778128776834592e+02,2.815841027958898053e+02,2.822401195483687388e+02,2.826701435945782919e+02,2.828256421205407491e+02,2.827055636116587038e+02,2.823569697545295867e+02,2.818718791701517148e+02,2.813594724373464260e+02,2.809137162397294674e+02,2.805812409681178110e+02,2.803420041153862030e+02,2.801145880739341578e+02,2.797811499519882545e+02,2.792274385742144318e+02,2.783894457393296875e+02,2.772781636845978710e+02,2.759872074227923235e+02,2.746627097028676872e+02,2.734592914556885148e+02,2.725071691160489991e+02,2.718698483380890139e+02,2.715669214125194344e+02,2.715403194589586633e+02,2.717214725495265384e+02,2.719932498273219608e+02,2.722709437655720421e+02,2.724685246801718677e+02,2.725379117687255643e+02
3.015227431375051879e+02,3.016519490473676797e+02,3.012957470682691792e+02,3.010495344082099223e+02,3.004124446085822342e+02,2.997400727701974006e+02,2.989242583762255094e+02,2.982569518328047025e+02,2.977442689220994794e+02,2.975913152591074891e+02,2.976836916464550313e+02,2.980952621748230627e+02,2.985717052971857584e+02,2.991476592203632663e+02,2.995824935235474413e+02,3.000077313423154237e+02,3.002889652084862178e+02,3.006575002138393984e+02,3.010209594298319189e+02,3.015883536464860981e+02,3.022128303928303694e+02,3.029949828287630567e+02,3.037223558548670326e+02,3.044271918280258546e+02,3.049093205266404993e+02,3.052309201568361345e+02,3.052755123597616489e+02,3.051753408802869671e+02,3.049100368967931445e+02,3.046593212628590663e+02,3.044575572614786552e+02,3.044504970516505864e+02,3.046193367464199468e+02,3.049771968948491008e+02,3.053934054469573880e+02,3.057803791079955431e+02,3.059992078936070925e+02,3.060168889187482364e+02,3.058186991488582862e+02,3.054928523979401689e+02,3.051179638465326889e+02,3.048016921167030091e+02,3.045920086900822525e+02,3.045284223352829827e+02,3.046026968021636208e+02,3.048127781575308290e+02,3.051278852673639221e+02,3.055148131556682642e+02,3.059016406103120858e+02,3.062141114031024358e+02,3.063758560387739180e+02,3.063645310241349193e+02,3.062103848292338739e+02,3.060068195626994907e+02,3.058595909923851082e+02,3.058558557920669614e+02,3.060197119677733326e+02,3.063178669546438186e+02,3.066760192580243825e+02,3.070252956878265422e+02,3.073273896577794631e+02,3.075837282632329561e+02,3.078090581748621730e+02,3.080018921450176208e+02,3.081237130743933221e+02,3.081126466542532398e+02,3.079173685606464801e+02,3.075376326875351083e+02,3.070372913132775352e+02,3.065243452128285639e+02,3.061013494407631015e+02,3.058160942142184808e+02,3.056362926117601546e+02,3.054617177453010299e+02,3.051670122515639036e+02,3.046547051894445417e+02,3.038952807562347402e+02,3.029409186671729231e+02,3.019074916243514508e+02,3.009375217368427116e+02,3.001550786882602893e+02,2.996309546069945782e+02,2.993686035665133431e+02,2.993096126844548621e+02,2.993644463878044348e+02,2.994404232626586690e+02,2.994768991638282500e+02,2.994482949728105723e+02,2.993646507916610631e+02,2.992466377327408509e+02,2.991077774247689263e+02,2.989495296807313593e+02,2.987479436749748061e+02,2.984865458146160222e+02,2.981391455256288623e+02,2.977123155618738792e+02,2.972281286763492290e+02,2.967348312352288531e+02,2.963113315568454595e+02,2.960126321946436292e+02,2.959139554597127244e+02
