8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01
7.953020443811499263e+01,8.049866416886638376e+01,8.003972697077936971e+01,8.009568298667028330e+01,8.001304985418619253e+01,8.000371196170300436e+01,7.999904713747454821e+01,7.999848426904117105e+01,7.999838422831328444e+01,7.999837420706943192e+01,7.999837229425865814e+01,7.999837114992288889e+01,7.999837005090066100e+01,7.999836895342494358e+01,7.999836785519823934e+01,7.999836675614012904e+01,7.999836565624615048e+01,7.999836455551589154e+01,7.999836345394837167e+01,7.999836235154199926e+01,7.999836124829539585e+01,7.999836014418772834e+01,7.999835903846867780e+01,7.999835791106276872e+01,7.999835638640405477e+01,7.999834877052643378e+01,7.999827534509689997e+01,7.999756797549085263e+01,7.999297190135111180e+01,7.996380497519380981e+01,7.985872516174894997e+01,7.943796752428814045e+01,7.868383503888595953e+01,7.726280761957731613e+01,7.589147071612913464e+01
7.343813149038011545e+01,8.743664680535721345e+01,7.813929989143176158e+01,8.449289576950064884e+01,8.023864220546333570e+01,8.290315060187637641e+01,8.076744386282659605e+01,8.160211569768915751e+01,8.025836853144237182e+01,8.017447210349790510e+01,7.910936299525752702e+01,7.859908779151346891e+01,7.766921781820271065e+01,7.700081467327896689e+01,7.613998481470768809e+01,7.536441318295858594e+01,7.444365782035917789e+01,7.350012960775110571e+01,7.244225981308996154e+01,7.135082169759682813e+01,7.020101970825118087e+01,6.903365973802036137e+01,6.783017976794222648e+01,6.660116844022367388e+01,6.533956114452678321e+01,6.406272018716512662e+01,6.279249836553449171e+01,6.156262413307248949e+01,6.041230390635721648e+01,5.936718510871803289e+01,5.844993421218547525e+01,5.764679511696702008e+01,5.694095246406503463e+01,5.629259969494368931e+01,5.567657444780103759e+01
1.097758464606409774e+02,1.124493721500846419e+02,1.114876163771617854e+02,1.129243238888455778e+02,1.124798176438608834e+02,1.131673704375172917e+02,1.129045866950829264e+02,1.132105107960908299e+02,1.130578067931589885e+02,1.132084614734240802e+02,1.131494770322459544e+02,1.132692436380885965e+02,1.133141474890091160e+02,1.134742519980465971e+02,1.136066107693767151e+02,1.137818027915148633e+02,1.139056841724096074e+02,1.140007649433217125e+02,1.140221106766799863e+02,1.139962071517026772e+02,1.139220688918902340e+02,1.138315435392152324e+02,1.137326396141009326e+02,1.136353728413860722e+02,1.135266534613325149e+02,1.133899246838486476e+02,1.132022694016855695e+02,1.129530686386318479e+02,1.126413169424605485e+02,1.122815945670003543e+02,1.118907179088646302e+02,1.114757804094808762e+02,1.110380390090569875e+02,1.105555352012028010e+02,1.100135366616490273e+02
1.037292539376196032e+02,1.039427053628021724e+02,1.016861461514239835e+02,1.012626441263777082e+02,9.976329065617078129e+01,9.921057164352716029e+01,9.821951979598382820e+01,9.772737762831575026e+01,9.706079031473836949e+01,9.664485302340864337e+01,9.614335704867609422e+01,9.574488189042040176e+01,9.528094484939521180e+01,9.484088317290603243e+01,9.435124338179340953e+01,9.386952841576135143e+01,9.337868400290510351e+01,9.292358037037540441e+01,9.250750238134978076e+01,9.215510767592984109e+01,9.186282017224573337e+01,9.163176528312001778e+01,9.144780004707153864e+01,9.130069764077120453e+01,9.117652173528989579e+01,9.106579989978229150e+01,9.095927276020620411e+01,9.084753988142894343e+01,9.072011667611816677e+01,9.056305516326401062e+01,9.035977768473618710e+01,9.009713415771963696e+01,8.975258924882729161e+01,8.932857783961324571e+01,8.879348998601007281e+01
1.695588880060158772e+02,1.699089411813294817e+02,1.692667593722072468e+02,1.694640216139431175e+02,1.689702098794811036e+02,1.687363797962828755e+02,1.678670221308167640e+02,1.671310620216123084e+02,1.659076891433643652e+02,1.648410679698127694e+02,1.637773902190795923e+02,1.629027185845859549e+02,1.621951656330881519e+02,1.615363213575014925e+02,1.607514974527736626e+02,1.597670708840451539e+02,1.584793968744681649e+02,1.570163448724933062e+02,1.555031762127512138e+02,1.541660755632251494e+02,1.531959660418247324e+02,1.527039779956820666e+02,1.526878903361199207e+02,1.529664146565793601e+02,1.532213457046131282e+02,1.530317704945736637e+02,1.520112455334797517e+02,1.499253448849078154e+02,1.468003558709061451e+02,1.429093942237567489e+02,1.387327066570314571e+02,1.347379354568811323e+02,1.314550920484265077e+02,1.290445269211425341e+02,1.279809744103428955e+02
1.573385737917093650e+02,1.575260821880472690e+02,1.547014304821780399e+02,1.542588942824258140e+02,1.519963084288285131e+02,1.510773981279147335e+02,1.491002420044410428e+02,1.480264085316008504e+02,1.465548204402154795e+02,1.457034588285481504e+02,1.446878695841584204e+02,1.437990411436913405e+02,1.424848955996287998e+02,1.407958017960436621e+02,1.385693990677310978e+02,1.360711142775710982e+02,1.335116653535790761e+02,1.312380227405600408e+02,1.294246609031253854e+02,1.281854129883569442e+02,1.274675588877817205e+02,1.271768921619175075e+02,1.271626559524070927e+02,1.273039884191468332e+02,1.275057984160827687e+02,1.277205428937975427e+02,1.279279032885407759e+02,1.280991557789411104e+02,1.282085982527591739e+02,1.281965454715228248e+02,1.280567780538633258e+02,1.277505241979770858e+02,1.273547019788711054e+02,1.268257932374891936e+02,1.262760471606642199e+02
2.059772442825886287e+02,2.060592399443075351e+02,2.040084926839220429e+02,2.043952423280725554e+02,2.039769656809930609e+02,2.050407398212615249e+02,2.055322362391781326e+02,2.065199218244745509e+02,2.069112432420123753e+02,2.074187969603461283e+02,2.076816630610284165e+02,2.081366679603046919e+02,2.084928678869669625e+02,2.087147589392641578e+02,2.084355911433435438e+02,2.076097895617060942e+02,2.062568301059011731e+02,2.047235598711675379e+02,2.033788874794618948e+02,2.026381316212585091e+02,2.027537555782326990e+02,2.038555956690165090e+02,2.058901351984903272e+02,2.086839070238229965e+02,2.119584229246497102e+02,2.154050736681754188e+02,2.187356612637043725e+02,2.217406954458261907e+02,2.242957309919057138e+02,2.263617580250915182e+02,2.279322417292144394e+02,2.290391177396471676e+02,2.296689739791009401e+02,2.298814408556883393e+02,2.295943680995152647e+02
2.026910242000308813e+02,2.026676696333075540e+02,2.005231023195092632e+02,2.008752797793702314e+02,2.004595696360323700e+02,2.017335946262615494e+02,2.025848212373377919e+02,2.040284152008828187e+02,2.048473479535383888e+02,2.055343332342359872e+02,2.055841308463517976e+02,2.053791741484716908e+02,2.047961416539584718e+02,2.040994128822648577e+02,2.032861236183685492e+02,2.025248616588073958e+02,2.018533499810071135e+02,2.013828527629647169e+02,2.011147103222780856e+02,2.010535079051268497e+02,2.011225436551758605e+02,2.012813238614063778e+02,2.015172986164429858e+02,2.019052939908742701e+02,2.025542415072984852e+02,2.035575809802186882e+02,2.049245085109878346e+02,2.065602881220979725e+02,2.082853111344848855e+02,2.099147075558013569e+02,2.112586543364678562e+02,2.122500606277660893e+02,2.127855190459306414e+02,2.129371075999016227e+02,2.126114070512930709e+02
2.384543250812343445e+02,2.366158214685147527e+02,2.362697240759467547e+02,2.333344698570006130e+02,2.310029834247050644e+02,2.300836113407440848e+02,2.284735213770672146e+02,2.296593598840795778e+02,2.306465494762460935e+02,2.327959301107354975e+02,2.352655928813472883e+02,2.375255430439978852e+02,2.396686088889374560e+02,2.408746403515241070e+02,2.411221243066273132e+02,2.399807919324674401e+02,2.375461454353511499e+02,2.339937738431141270e+02,2.297425382433019081e+02,2.252274325423078949e+02,2.207967245628479986e+02,2.166642585549560067e+02,2.129125504536327185e+02,2.095743732144352691e+02,2.066647339015669047e+02,2.042197485458110577e+02,2.022640445383023575e+02,2.008022598329126538e+02,1.997810438563161881e+02,1.991109020268308711e+02,1.986581467551431501e+02,1.983228947139397178e+02,1.979803721156480947e+02,1.976135336521389547e+02,1.971433222498348528e+02
