0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.005977601545547273e+01,-2.953831423837830528e+01,-3.041963963622119138e+01,-3.034391560795586784e+01,-3.034319759114954351e+01,-3.026701768116034685e+01,-3.008117335513032486e+01,-2.978795829247075488e+01,-2.830662726702483312e+01,-2.809572533807999761e+01,-2.414637725654335654e+01
-9.695269983281012856e+02,-9.074719783934079942e+02,-9.519946596286065414e+02,-9.248042867085417811e+02,-9.471950783595048051e+02,-9.270321887306160988e+02,-9.465610793115881734e+02,-9.194896046886485692e+02,-9.497590886012289957e+02,-9.035180368941564666e+02,-9.593020526193062096e+02
3.106158263394717096e+02,3.244592754348823291e+02,3.087536797051719191e+02,3.151142157412462552e+02,3.051432221065699650e+02,3.083320301730300343e+02,3.005409115531567750e+02,3.033482308570235091e+02,2.947024115089084262e+02,2.999996628329444093e+02,2.865797823867331431e+02
6.512072960771581620e+02,6.645973132222095501e+02,6.566857509330077391e+02,6.650632187864891876e+02,6.595798867287519442e+02,6.645341339753214243e+02,6.602203611506695324e+02,6.636427594802593148e+02,6.591388478259290196e+02,6.636125163292159641e+02,6.564095822735799857e+02
1.802681811709921362e+02,1.777293993611161511e+02,1.775195364476135182e+02,1.706125338270618670e+02,1.631995992310309589e+02,1.558110234430791934e+02,1.474765811383977905e+02,1.427674115784752189e+02,1.391606488337082510e+02,1.334205997630183163e+02,1.343974737816052141e+02
-4.064290950809774472e+02,-3.893073831535110116e+02,-3.974856455751865951e+02,-3.864589628901784977e+02,-3.894861821295373261e+02,-3.801884976667478213e+02,-3.812481418258275880e+02,-3.727757783918884797e+02,-3.749916982820751628e+02,-3.666008938409970597e+02,-3.728619698939489808e+02
2.579098969377265007e+02,2.731151620562417293e+02,2.590817799836419226e+02,2.676064204782175011e+02,2.602325154289885631e+02,2.662613950892352364e+02,2.627153747675491786e+02,2.687957127289429309e+02,2.655727403775645712e+02,2.728670490487486973e+02,2.658085878215031244e+02
5.668089631196907021e+02,5.825857132145317792e+02,5.718379834287563881e+02,5.820080899334504920e+02,5.751484652707899841e+02,5.813187686379022807e+02,5.765859753408947199e+02,5.824524984762008444e+02,5.787142075121234939e+02,5.866131836105842012e+02,5.805538634701499632e+02
1.330535398809051912e+02,1.635806167482184605e+02,2.201957020466945778e+02,2.391349622056498561e+02,2.634338949704681454e+02,2.524069980026479811e+02,2.336450616379046323e+02,1.896258274905694918e+02,1.635102287806351455e+02,1.184766187111759734e+02,1.249119932958097650e+02
-1.728952167317393389e+02,-1.554439121632941863e+02,-1.649845155324365180e+02,-1.575386828173428171e+02,-1.654544506946468232e+02,-1.640300745474856399e+02,-1.740824904600042942e+02,-1.735670383518594235e+02,-1.876694572024109675e+02,-1.816831696299638566e+02,-1.985623319869917225e+02
3.306434947647259150e+02,3.553538308397000947e+02,3.364482446410327157e+02,3.477042872139999190e+02,3.338527431791104050e+02,3.390303677518159020e+02,3.262986582508423226e+02,3.307419204247120206e+02,3.154670777474724446e+02,3.228231516775997534e+02,3.018208253271777153e+02
5.719835792193697444e+02,5.953299595939930668e+02,5.760898734557091529e+02,5.858525504682700102e+02,5.839756084374731699e+02,5.932168066576350611e+02,5.975824037403211832e+02,6.117391392129978840e+02,6.168250150264713056e+02,6.310015908807729375e+02,6.346298951077035326e+02
3.863744399908962350e+02,4.046662448547153872e+02,4.004445506372309751e+02,4.146078806756727886e+02,4.147219449838465835e+02,4.245060531790949199e+02,4.225846366911043788e+02,4.256636879056248972e+02,4.186562442003594242e+02,4.173378489559839863e+02,4.058356588629160910e+02
