8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01
7.984382016361811907e+01,7.993558796127244648e+01,7.996653423028723751e+01,7.998515985574888987e+01,7.999060119759290899e+01,7.999189877010151406e+01,7.999215142952573387e+01,7.999217682341286206e+01,7.999217000529976929e+01,7.999215918370707357e+01,7.999215177370074059e+01,7.999218594553535411e+01,7.999247340500454584e+01,7.999475480255304660e+01,8.000217589416651265e+01,8.004601224731017339e+01,8.009341672231386156e+01,8.035884487641502005e+01,8.034383267217174307e+01
1.484007057532280953e+02,1.450898738608863994e+02,1.447870304153215102e+02,1.426484992290287153e+02,1.414872280845681587e+02,1.398608348350162487e+02,1.381826512674831235e+02,1.368882314462929912e+02,1.347729607917045485e+02,1.339438425536284001e+02,1.313019965144239336e+02,1.312187207755125087e+02,1.276753208077855533e+02,1.287822307375629691e+02,1.235815154427651947e+02,1.268663615389055792e+02,1.185571497786606159e+02,1.258377564825838988e+02,1.117546180919022021e+02
1.756825701355397200e+02,1.714457490263863519e+02,1.708852164776656366e+02,1.676170229198087043e+02,1.663317376610473559e+02,1.635986961663028012e+02,1.619120026323354011e+02,1.594741712331102974e+02,1.575558806943406864e+02,1.552959304630352904e+02,1.532279765186485463e+02,1.511187356192806703e+02,1.489295772098805060e+02,1.470267494542138706e+02,1.446538678348478015e+02,1.430997383038316002e+02,1.402882538525808513e+02,1.394141044949042225e+02,1.355556190325140165e+02
1.519375203316091074e+02,1.488437466493436432e+02,1.485196715560363145e+02,1.461594864273611449e+02,1.453439216208447533e+02,1.434319352519442532e+02,1.424344529709620986e+02,1.407637356738213441e+02,1.395920918425698858e+02,1.380298130357843718e+02,1.366581864074531438e+02,1.351362372955584306e+02,1.336032735160288496e+02,1.321614507999204591e+02,1.304802652033015704e+02,1.292531003539459675e+02,1.273239396402948529e+02,1.265824037168113989e+02,1.240661495721598016e+02
1.486558823965950751e+02,1.505733763059823787e+02,1.527658564337550615e+02,1.557379855627346785e+02,1.595252741845179685e+02,1.634405493833536127e+02,1.674463972278360302e+02,1.704490362999552815e+02,1.724424402514587200e+02,1.729466727231622087e+02,1.724865107188993534e+02,1.715401065341880837e+02,1.706445313206807839e+02,1.703496029614519216e+02,1.705823278606766848e+02,1.711321949142682683e+02,1.719401233759222123e+02,1.721716440489513786e+02,1.722807959397852642e+02
2.011568973525110096e+02,1.980475093104346627e+02,1.976729275502787289e+02,1.956898114922226171e+02,1.949094439117622528e+02,1.934600693767730206e+02,1.923872285058256750e+02,1.909871673901707538e+02,1.895350312035666036e+02,1.880075360809656217e+02,1.862225600102877650e+02,1.847334836553999935e+02,1.828164803651749253e+02,1.816938718746624488e+02,1.797581976435380966e+02,1.792740797478748789e+02,1.771232737229608460e+02,1.774080324478014461e+02,1.745853495031138607e+02
2.452447773049281068e+02,2.430544514607993847e+02,2.428790611572642035e+02,2.412757697019762873e+02,2.408240930038726333e+02,2.395712751240916134e+02,2.389303524201113760e+02,2.378614076585539294e+02,2.370618439226384169e+02,2.360262888467177333e+02,2.349889901022837080e+02,2.338196448547724060e+02,2.323923666529298373e+02,2.310623072343141473e+02,2.292032713120728715e+02,2.279956698562490089e+02,2.257526666943095961e+02,2.251598402516498822e+02,2.223702216044700037e+02
2.425032316171197238e+02,2.397735065633341947e+02,2.399927147548467019e+02,2.379439384610841444e+02,2.375928451409963316e+02,2.360991573718632708e+02,2.353720240384292595e+02,2.341664744153285938e+02,2.333063876149351756e+02,2.321740846962333364e+02,2.311501551946376480e+02,2.299334478480743655e+02,2.285938603764828372e+02,2.272708787631572704e+02,2.255749778249565907e+02,2.243694245470845772e+02,2.223862989228059348e+02,2.217335997041552105e+02,2.193145842382733974e+02
2.335402561577209894e+02,2.322021342270643629e+02,2.324218898411086798e+02,2.313191315290668228e+02,2.312893350877601506e+02,2.301268869199647895e+02,2.296331895952365869e+02,2.287800923505286050e+02,2.285477209596097907e+02,2.287027680060108139e+02,2.297645948158994429e+02,2.314628491457312407e+02,2.342863386831604089e+02,2.372811807234882053e+02,2.414342780902603351e+02,2.439650549660033505e+02,2.474754398913628961e+02,2.472481873175335636e+02,2.468877026726274551e+02
