1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01
1.514210313808686259e-01,1.518931393217871351e-01,1.519420749151004224e-01,1.520331291903469217e-01,1.520467758551780346e-01,1.520522333467579923e-01,1.520529447086693686e-01,1.520530710677783781e-01,1.520530831872731470e-01,1.520530843555787104e-01,1.520530844296053841e-01,1.520530844335951925e-01,1.520530844337419918e-01,1.520530844337459331e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337459886e-01,1.520530844337457110e-01,1.520530844337305010e-01,1.520530844331940967e-01,1.520530844198036968e-01,1.520530841817493706e-01,1.520530808226673025e-01,1.520530465071381343e-01,1.520527466775085379e-01,1.520509616823230159e-01,1.520410981645516635e-01,1.520091380963216610e-01,1.519054512882791474e-01,1.517473154721428186e-01,1.515891254466628646e-01,1.514798904210489794e-01
1.176205339306780617e-01,1.176975743395659302e-01,1.176813708493771732e-01,1.177144566370678519e-01,1.177153419935032669e-01,1.177347098028266315e-01,1.177439036400531325e-01,1.177612640007483918e-01,1.177737914441523842e-01,1.177877267533136013e-01,1.177970168364063652e-01,1.178047266563163331e-01,1.178097945174260697e-01,1.178149500539835831e-01,1.178211037328171368e-01,1.178296972689171218e-01,1.178405849453722232e-01,1.178528354009136941e-01,1.178643594310113257e-01,1.178728023136270120e-01,1.178761073863744402e-01,1.178733429127405974e-01,1.178649124067198128e-01,1.178524742747402987e-01,1.178384533606095935e-01,1.178255575607407984e-01,1.178163111081622361e-01,1.178127120173415865e-01,1.178159857003811817e-01,1.178265349650081256e-01,1.178441253320592491e-01,1.178682439102656382e-01,1.178984212550130972e-01,1.179343154053323905e-01,1.179755273846514185e-01,1.180213356541589403e-01,1.180706108053521525e-01,1.181220327715143403e-01,1.181744829462742230e-01,1.182273251029029720e-01,1.182803505722175991e-01,1.183334049602353527e-01,1.183859524986358852e-01,1.184368942270844216e-01,1.184847913602004171e-01,1.185283746958774448e-01,1.185670324759110633e-01,1.186009840417453914e-01,1.186310589985274111e-01,1.186582369779098506e-01,1.186832574555145431e-01,1.187065067572003335e-01,1.187282320279756387e-01,1.187488733067129376e-01,1.187692632637187967e-01,1.187905423709102321e-01,1.188137094373876435e-01,1.188391983736067081e-01,1.188664023109509693e-01,1.188937936634476972e-01,1.189192282201127771e-01,1.189405343333428122e-01,1.189565646430254670e-01,1.189669609325456484e-01,1.189733407757820882e-01,1.189777344731304948e-01,1.189824749362925344e-01,1.189904673887589026e-01
8.742067560553271055e-02,8.753073446612046060e-02,8.754765372804339252e-02,8.761919206409619909e-02,8.766013816039544548e-02,8.771919684169811327e-02,8.776754433308252279e-02,8.782116924670838043e-02,8.786996792432438808e-02,8.791911712866687378e-02,8.796491976855791428e-02,8.800907055675720458e-02,8.805027029578679776e-02,8.808928619959208173e-02,8.812597504510107094e-02,8.816110242608619918e-02,8.819520953778091366e-02,8.822918744643863664e-02,8.826374332885199292e-02,8.829950096372285451e-02,8.833673603293411281e-02,8.837540434105875531e-02,8.841509863560149951e-02,8.845516647845391711e-02,8.849483488018079769e-02,8.853339589575759394e-02,8.857035617245272163e-02,8.860554102413913113e-02,8.863911042372317473e-02,8.867150069532001022e-02,8.870330276018795201e-02,8.873510847843887883e-02,8.876735618070370759e-02,8.880021774584681560e-02,8.883356360783078998e-02,8.886702145600627878e-02,8.890010793858249549e-02,8.893238518417172223e-02,8.896358986967375926e-02,8.899370180234243699e-02,8.902294272861505098e-02,8.905171038937098604e-02,8.908045932861316518e-02,8.910955105298999646e-02,8.913911601965313070e-02,8.916898334536076109e-02,8.919872042779805610e-02,8.922777901715749083e-02,8.925568828286947753e-02,8.928220828858721148e-02,8.930737803876813430e-02,8.933144933800706011e-02,8.935475939135964496e-02,8.937760874694648805e-02,8.940019705342584777e-02,8.942261672661798444e-02,8.944487842494489027e-02,8.946692802660957677e-02,8.948867870704849126e-02,8.950997187393856802e-02,8.953067260178580733e-02,8.955055655228909284e-02,8.956949438978480116e-02,8.958716940454948541e-02,8.960348870165364688e-02,8.961775154517122310e-02,8.963024043559286724e-02,8.963956437655322407e-02
6.285017106173020063e-02,6.294566526349644475e-02,6.295324012959795101e-02,6.300661185997460945e-02,6.303321205475227729e-02,6.307268408725415221e-02,6.310362976799538393e-02,6.313800036113174918e-02,6.316939937138998928e-02,6.320149358998877753e-02,6.323235114908774823e-02,6.326319419599739369e-02,6.329355532949786090e-02,6.332400014211568562e-02,6.335455811772831847e-02,6.338554184188058271e-02,6.341700743310385580e-02,6.344900184628000928e-02,6.348139675014750904e-02,6.351400092716444346e-02,6.354655283297927504e-02,6.357880762196367608e-02,6.361057281840129529e-02,6.364175224194576486e-02,6.367234570495758361e-02,6.370243078251217050e-02,6.373212244477803601e-02,6.376153377122174837e-02,6.379074518532086568e-02,6.381979076692245734e-02,6.384865869001037086e-02,6.387730154580269215e-02,6.390565066252315574e-02,6.393363135596422109e-02,6.396117721236088682e-02,6.398824200306661714e-02,6.401480700898362630e-02,6.404088164184200405e-02,6.406649684826323798e-02,6.409169362373948187e-02,6.411651119423582290e-02,6.414097953198323598e-02,6.416511836760566134e-02,6.418894117403760313e-02,6.421245981231551991e-02,6.423568544218617726e-02,6.425862415007946304e-02,6.428126965849646768e-02,6.430359853119016478e-02,6.432557300528911337e-02,6.434715306123005296e-02,6.436831492670383459e-02,6.438906792359809506e-02,6.440946298426358796e-02,6.442958660473553645e-02,6.444954193740547177e-02,6.446942384387298330e-02,6.448929405283884697e-02,6.450917046766037333e-02,6.452902610542983475e-02,6.454880392212657136e-02,6.456843607395035267e-02,6.458786202755519013e-02,6.460703115587250467e-02,6.462592987700628566e-02,6.464451361002697405e-02,6.466280053860103127e-02,6.468075332855158233e-02
4.591650397319596566e-02,4.603582764097124275e-02,4.605908662753544630e-02,4.613288323389593687e-02,4.617930666165629555e-02,4.623946380292801028e-02,4.629122600698239165e-02,4.634607324575278769e-02,4.639761840603946058e-02,4.644901633799632112e-02,4.649837470040897591e-02,4.654652613508446224e-02,4.659287962231971336e-02,4.663762525747210813e-02,4.668055276255897446e-02,4.672168112889702601e-02,4.676092786591201644e-02,4.679829647163704504e-02,4.683379105918705071e-02,4.686747730007203433e-02,4.689946255783242895e-02,4.692991334557644612e-02,4.695904525383026024e-02,4.698711966187133632e-02,4.701443038778833211e-02,4.704129188166484427e-02,4.706802588922551905e-02,4.709495085722883306e-02,4.712237328313700901e-02,4.715058139080457317e-02,4.717983952701192835e-02,4.721038192566445746e-02,4.724240435360332890e-02,4.727605303858441188e-02,4.731141123923670450e-02,4.734848500455009213e-02,4.738719058359382175e-02,4.742734647551866828e-02,4.746867301636892300e-02,4.751080170618560833e-02,4.755329519033713731e-02,4.759567718115382401e-02,4.763746979854602270e-02,4.767823424493653622e-02,4.771760961160630837e-02,4.775534426865826049e-02,4.779131495172687927e-02,4.782552992158230903e-02,4.785811525066126920e-02,4.788928495743096508e-02,4.791929981031184393e-02,4.794841898384048090e-02,4.797685418815781505e-02,4.800472942723554154e-02,4.803205861244587427e-02,4.805873644511877985e-02,4.808455680893412854e-02,4.810923954509517542e-02,4.813248308292988192e-02,4.815401195573981025e-02,4.817362328936548171e-02,4.819125227982683224e-02,4.820691095525292402e-02,4.822087718001043938e-02,4.823328198670541467e-02,4.824476947756773521e-02,4.825532253706737995e-02,4.826572914904958544e-02
6.105679347317758549e-02,6.137415656277533244e-02,6.183967975129275874e-02,6.181564155032395064e-02,6.160452444564339797e-02,6.112235279542137245e-02,6.042911263972111646e-02,5.992108587347902415e-02,5.990777332862413235e-02,6.053126269539003262e-02,6.150952283730350134e-02,6.214303522100661503e-02,6.187232808083600877e-02,6.079221033575805261e-02,5.957315260001931623e-02,5.884857554879047853e-02,5.878472321790686322e-02,5.910019806825467237e-02,5.931675524111124781e-02,5.908119132471204710e-02,5.838484023782095772e-02,5.751073793795928590e-02,5.678719832594313760e-02,5.640461907606226372e-02,5.640154686384547811e-02,5.672701838556985093e-02,5.729088822683084392e-02,5.798943449390955851e-02,5.872176208121079183e-02,5.940503335984342187e-02,5.998550609663514527e-02,6.044047527416458732e-02,6.077139781259742468e-02,6.099358964031913188e-02,6.112811367408885199e-02,6.119758550042200818e-02,6.122401629409073009e-02,6.122645965599736451e-02,6.121826616160940676e-02,6.120551945643619429e-02,6.118810309039660750e-02,6.116317883311870457e-02,6.112917074203542966e-02,6.108801672676896638e-02,6.104468444716740216e-02,6.100475220918512298e-02,6.097189414901688087e-02,6.094678489025454754e-02,6.092773582288445872e-02,6.091226712473529759e-02,6.089850616928417504e-02,6.088580063201125270e-02,6.087458798194272241e-02,6.086596416285531413e-02,6.086130533835824169e-02,6.086194777754608265e-02,6.086885850873913900e-02,6.088229603838583859e-02,6.090143368313957056e-02,6.092458417225436046e-02,6.094921613457246479e-02,6.097298857406019401e-02,6.099398860715191800e-02,6.101109362996601226e-02,6.102469659203194757e-02,6.103497868071225407e-02,6.104343183694792285e-02,6.105022119593989105e-02
6.930062813514370479e-02,6.947157690075110581e-02,6.949208275786328270e-02,6.960042357014412095e-02,6.966399159935710017e-02,6.976112414935640993e-02,6.983943112685904453e-02,6.991946354460289170e-02,6.998354859963398789e-02,7.004875763496927477e-02,7.011744374381034817e-02,7.020065398638108967e-02,7.029258277746291972e-02,7.038664198670308014e-02,7.047040945550328561e-02,7.053778247401018553e-02,7.058752693865960604e-02,7.062232910387922225e-02,7.064493917068244422e-02,7.065607636301041161e-02,7.065592470701254069e-02,7.064657834225443467e-02,7.063333773275086436e-02,7.062346878794860394e-02,7.062335715841877581e-02,7.063599159358321944e-02,7.066031689644902691e-02,7.069229813873122159e-02,7.072706669326266071e-02,7.076099448361568289e-02,7.079313668663320125e-02,7.082573328251902389e-02,7.086386306101261079e-02,7.091454011959599790e-02,7.098557663438032073e-02,7.108428828666396582e-02,7.121587713965327193e-02,7.138148765340117385e-02,7.157658525058618881e-02,7.179085821055204708e-02,7.201046757761377093e-02,7.222198265071673451e-02,7.241573880820252607e-02,7.258617096735961449e-02,7.272853289509205454e-02,7.283410696040239218e-02,7.288743764210416087e-02,7.286814693693935419e-02,7.275741379861970504e-02,7.254685240418680403e-02,7.224665311621124297e-02,7.188998755168010679e-02,7.153161806731875294e-02,7.123905646080036513e-02,7.107607881003595585e-02,7.108066103599881835e-02,7.124327463646212832e-02,7.149589391217647805e-02,7.172117690385897137e-02,7.179086915974672301e-02,7.161583381065113330e-02,7.119460838325314400e-02,7.060335849319518409e-02,6.997395290078201047e-02,6.940433457595880651e-02,6.897543705694805793e-02,6.867151084079806123e-02,6.853020741477186539e-02
1.023422601341055227e-01,1.019005616931508845e-01,1.018737849386748273e-01,1.015753755491051735e-01,1.014157323968701147e-01,1.012054176477666240e-01,1.010763971245058762e-01,1.008875733983782969e-01,1.008139664456973450e-01,1.006715515152001722e-01,1.005929536159488880e-01,1.004832907578773749e-01,1.003690606094237714e-01,1.002329787015336510e-01,1.000747239100464037e-01,9.988915601940073774e-02,9.969852064371122202e-02,9.950081280018169272e-02,9.932706843460277490e-02,9.918753744989129706e-02,9.910328203219921639e-02,9.908986873792309524e-02,9.916262616734936031e-02,9.934541164887981946e-02,9.969035662895057992e-02,1.003196723227965104e-01,1.015187861192379248e-01,1.038695862611347109e-01,1.083096200713884460e-01,1.155864670291970459e-01,1.246198488163423740e-01,1.315752176403487128e-01,1.328749979096088552e-01,1.293059420034734508e-01,1.252286149743775112e-01,1.246239051456892455e-01,1.286175161529773403e-01,1.347802548969428416e-01,1.385375051781423394e-01,1.372741064123383647e-01,1.327594623072083369e-01,1.288186828940889317e-01,1.278025220411647123e-01,1.292756678424101802e-01,1.309734190620219785e-01,1.310406020894407109e-01,1.297800526785443387e-01,1.292372991584968822e-01,1.311451020146509605e-01,1.350632768718541266e-01,1.383855581500520460e-01,1.387627999032612081e-01,1.365059939709872550e-01,1.340334826281125435e-01,1.333992836047195596e-01,1.346982123504575635e-01,1.364423299102816567e-01,1.372834929488957467e-01,1.373086569817890124e-01,1.376238677005605648e-01,1.388721518685996359e-01,1.405369344118596875e-01,1.415632088412006884e-01,1.414384847890592933e-01,1.408966545276933435e-01,1.406330057355183183e-01,1.408608019124631128e-01,1.410365479718874160e-01
1.608440669765679176e-01,1.634413248270092656e-01,1.639902125946502975e-01,1.650360875655531301e-01,1.649541918473252655e-01,1.644469977273906036e-01,1.632891932260102930e-01,1.617431427514193776e-01,1.599822179007372169e-01,1.581583268305501722e-01,1.564022887397605588e-01,1.547747639098317196e-01,1.532998510692787641e-01,1.519826530962316014e-01,1.508007703271306565e-01,1.497372393543369984e-01,1.487673786008453514e-01,1.478739362455717410e-01,1.470456089136149835e-01,1.462807294880932030e-01,1.455880570140680730e-01,1.449902343124697957e-01,1.445250710959619100e-01,1.442545522661363433e-01,1.442712179758991187e-01,1.447155026695772229e-01,1.457906247043019299e-01,1.477671835894188157e-01,1.509321194623734763e-01,1.554134720786574109e-01,1.608629686457570818e-01,1.662151010584504429e-01,1.699667039812655100e-01,1.710483027915286336e-01,1.695355965188639624e-01,1.664664646468883846e-01,1.630547428947782262e-01,1.601208684807765292e-01,1.580591206953821382e-01,1.570846269391250882e-01,1.574266998029490716e-01,1.593049341591005197e-01,1.626616996470003629e-01,1.667962640654392925e-01,1.703297233908594999e-01,1.718908960797931040e-01,1.711118189702802994e-01,1.689001932024514208e-01,1.667000712685649533e-01,1.655506886255378729e-01,1.656934905997398122e-01,1.667561122579021005e-01,1.682012410141066616e-01,1.697161215279366642e-01,1.712772585854836771e-01,1.728930316244426946e-01,1.743398893441436837e-01,1.752122855542568025e-01,1.752806168767168105e-01,1.747249905951787918e-01,1.739788245038397518e-01,1.733650790589456869e-01,1.729403113729618136e-01,1.726536721808069053e-01,1.724897112702233337e-01,1.725055552859219576e-01,1.725909862749344659e-01,1.726392256996157615e-01
