0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.704290094753751816e+00,-9.718827880204170100e+00,-1.402506625204798407e+00,-9.576518387145527278e-01,-9.635950461646598797e-02,-4.025023245758808932e-02,-3.337148696725804071e-03,-8.786651204992479945e-04,-6.322789739833790089e-05,-1.112622093177464815e-05,-7.039884730119131601e-07,-8.735600353930888429e-08,-4.855753577239329509e-09,-4.441044875864038543e-10,-2.182637431194589167e-11,-1.455123164387649555e-12,2.422142364506770145e-18,-2.488696122829699517e-24,9.203129806695765234e-31,3.841889525936437253e-40,-2.620685692740444426e-46,1.076742501841221270e-52,-1.987488707527666204e-59,-3.128556529578844279e-68,1.323666408430394458e-74,1.358274439777583041e-70,-8.101115704538108426e-64,2.270859666100871661e-57,5.821225076855047161e-48,-2.519131083834403724e-41,4.597274471540787153e-35,-4.879335780479993022e-29,3.534141767497863557e-23,1.454997748326621369e-13,7.712153092713474817e-12,1.069496613191264171e-10,1.907807817697170181e-09,2.175681741348821442e-08,3.271332804192515354e-07,2.847263511149961384e-06,3.568584458040935419e-05,2.312929164936375944e-04,2.365205379603229491e-03,1.112641217838280551e-02,8.867345078995467200e-02,2.969441839077621714e-01,1.673488289269755347e+00,3.997809768712809575e+00,1.292685856663987565e+01,2.283628647394275646e+01,2.907888805853947289e+01
-5.258116494748786351e+01,-5.498829855802227939e+01,-4.774025932298179242e+01,-4.578813598906784677e+01,-3.716628926629144303e+01,-3.264181478306868200e+01,-2.340577109349926133e+01,-2.055826748760887668e+01,-1.455961449324721713e+01,-1.384325132010829762e+01,-1.017483781863559145e+01,-9.420539612593612944e+00,-6.742678668937887920e+00,-6.048669705727248491e+00,-4.523169500864706372e+00,-4.329304204383451982e+00,-3.137087037418563984e+00,-2.472836498226321567e+00,-1.258751139968916910e-01,1.788389643772463344e+00,4.967072784635355731e+00,6.562641492586007708e+00,8.086935745456417024e+00,7.482106327788734745e+00,6.558172049428952377e+00,4.923839703686391900e+00,4.000592740230969113e+00,3.685406166841397990e+00,3.985876757113971713e+00,4.355977241068546668e+00,4.635045009937974747e+00,5.094492387195917793e+00,6.128687770222239095e+00,7.867965426411243079e+00,9.723075717584423572e+00,1.107735699664818796e+01,1.148478702132782914e+01,1.139672593693781089e+01,1.154683200961785872e+01,1.286498478190802608e+01,1.564383159767994158e+01,1.989785613811146092e+01,2.507411605987007874e+01,3.058613682086633645e+01,3.550946588246364399e+01,3.899819746364524065e+01,4.058938983844008419e+01,4.039134163577151071e+01,3.939510095559541725e+01,3.824940771286976826e+01,3.746902453040557646e+01
-1.107165892281640751e+01,-1.710968945346585812e+01,-1.492254328671306141e+01,-1.742664280402539845e+01,-1.369772477534990784e+01,-1.331144305497660874e+01,-9.211121328797180041e+00,-7.629776121302906056e+00,-3.304442241543493530e+00,-1.198194255657722751e+00,4.115107679348399827e+00,7.401042723091721065e+00,1.387991061864021880e+01,1.857005095145680684e+01,2.461288384906894322e+01,2.884393279575449043e+01,3.232904581587314397e+01,3.440886438785549473e+01,3.576384828269485183e+01,3.685849631811025517e+01,3.864649391459770555e+01,4.082655548590725658e+01,4.418619986290563872e+01,4.734485828454125311e+01,5.092097845914024390e+01,5.341456646925021090e+01,5.571286545352996455e+01,5.691860551095768983e+01,5.811676167546941230e+01,5.883822070890673217e+01,5.979391385609224585e+01,6.054192734583190116e+01,6.132402031622255123e+01,6.187334625193760473e+01,6.236966604458883978e+01,6.279456044843703921e+01,6.320862512280082512e+01,6.347862458395461260e+01,6.336808830812784521e+01,6.263158174324836125e+01,6.107432248593909208e+01,5.870985637453006944e+01,5.578927498259774609e+01,5.268827353048812512e+01,4.990563528254797632e+01,4.769651950027444798e+01,4.608987880530123959e+01,4.483967871131294203e+01,4.356083918760680973e+01,4.206092693529369342e+01,4.032777849154215488e+01
1.280487720530331615e+02,1.253313883781115123e+02,1.189785386155784010e+02,1.158139925883534431e+02,1.106521750550311509e+02,1.069814786396671877e+02,1.039338112827194891e+02,1.009090252644570427e+02,9.877642066565074686e+01,9.586188030213621403e+01,9.529524270536752795e+01,9.452312674147404437e+01,9.676940443588799212e+01,9.790295658386058619e+01,1.011628599723865136e+02,1.027268527279749151e+02,1.054524074115495011e+02,1.063024508658440936e+02,1.064478288242439419e+02,1.050384450071817355e+02,1.035743031874753370e+02,1.028717655687087813e+02,1.032890681626082312e+02,1.044137133711044072e+02,1.057333628999085562e+02,1.067376117554157702e+02,1.080067567021284844e+02,1.090870236609652011e+02,1.102316840532002260e+02,1.104116886359174856e+02,1.102905355510565073e+02,1.099149402914400184e+02,1.106625855676922470e+02,1.123603979403199418e+02,1.147830475183606325e+02,1.165691932803718913e+02,1.171005399203826300e+02,1.159494919676045441e+02,1.136046699063847711e+02,1.102602527975523969e+02,1.061080497272711085e+02,1.009968492046531452e+02,9.505137567892958828e+01,8.887653578137546617e+01,8.318618698166966396e+01,7.864284022323197121e+01,7.506699546187897454e+01,7.169833026854932712e+01,6.770604776841408068e+01,6.247309165453448543e+01,5.643846000460374057e+01
2.502917786239048610e+02,2.472362951830229179e+02,2.354631725020267936e+02,2.325919698900304411e+02,2.230661287878235726e+02,2.194117537549322492e+02,2.117020928711546901e+02,2.070614612027825387e+02,2.008418913202914098e+02,1.956512001500341285e+02,1.911225148324804195e+02,1.865872301612577928e+02,1.841921082432539833e+02,1.810001720025001930e+02,1.795972690859101135e+02,1.767281536128724611e+02,1.748614983767251090e+02,1.713646720808451391e+02,1.683193622548521375e+02,1.640991737464264020e+02,1.602970862723514642e+02,1.565809597412685150e+02,1.536994393911703867e+02,1.516946218924044842e+02,1.505153026637103721e+02,1.502632876620586728e+02,1.508513969854434436e+02,1.521402128633654343e+02,1.541024210895077147e+02,1.561127109910764830e+02,1.585945496488528192e+02,1.609651992255801360e+02,1.637131623744179194e+02,1.659972519430971261e+02,1.678021897950281414e+02,1.683260367846449412e+02,1.677417192822779839e+02,1.657178422648732976e+02,1.627207010359482808e+02,1.586629976248468381e+02,1.539261164033782165e+02,1.483106621045044164e+02,1.417917670294330890e+02,1.342288386610444206e+02,1.257887555938798130e+02,1.169695827177839931e+02,1.081958651862227612e+02,1.000252826985747561e+02,9.256727762959890526e+01,8.589019647725874052e+01,7.970320030152832658e+01
3.431787286193524551e+02,3.386090670747548756e+02,3.285221840987428550e+02,3.245406471596655251e+02,3.152194000823201350e+02,3.109906821368289798e+02,3.053907242692400814e+02,3.023173894102305326e+02,3.000062273833598283e+02,2.968751961779864814e+02,2.947107011730926729e+02,2.901730569852376220e+02,2.887316175639812741e+02,2.848052063626400354e+02,2.829736187876864619e+02,2.779688016070692811e+02,2.721998043830475353e+02,2.637637457809896659e+02,2.551857144390417886e+02,2.467101142071747404e+02,2.405529798650666180e+02,2.364684467680524733e+02,2.348694599975853237e+02,2.345716051738708643e+02,2.349181063384518779e+02,2.348559462668637536e+02,2.342128467166598966e+02,2.326228767642062394e+02,2.307605176668932927e+02,2.285778673690307699e+02,2.269808226672107310e+02,2.256687945622264806e+02,2.252925860988558497e+02,2.251564175522500193e+02,2.255202299519194185e+02,2.253991894565855603e+02,2.246747645584626980e+02,2.224440188575760544e+02,2.186347242744803907e+02,2.128859031276141138e+02,2.054720760161667954e+02,1.965170913329015718e+02,1.865149266260310412e+02,1.758374080433044924e+02,1.649908934823630773e+02,1.543213736106232545e+02,1.440220590887657011e+02,1.341505443549702363e+02,1.245331223086631525e+02,1.151254419007239704e+02,1.057135600984866528e+02
3.548990778020672110e+02,3.532080319825383867e+02,3.506637183939084821e+02,3.468352660748524841e+02,3.446623939884391916e+02,3.381574226939347341e+02,3.359150414436409164e+02,3.290876383029299745e+02,3.273187345440193212e+02,3.220085305746400763e+02,3.205033671941355351e+02,3.165929945040189182e+02,3.155800508196251144e+02,3.134131516640259179e+02,3.132187357083173538e+02,3.120813861219623959e+02,3.109235655020150375e+02,3.084681790542269368e+02,3.050899361689457692e+02,3.007901528324179026e+02,2.962577037846261305e+02,2.911690975440620264e+02,2.864941678406096344e+02,2.814585719019792691e+02,2.774018141855068507e+02,2.734594367621831452e+02,2.707878498312953752e+02,2.683195796596256741e+02,2.671554652270533552e+02,2.664845587988988314e+02,2.673724078826805908e+02,2.686588180819248350e+02,2.704967804067464954e+02,2.715598587366737320e+02,2.718784631583712894e+02,2.708830203117753399e+02,2.685784079928543520e+02,2.646779931936744106e+02,2.592188087354363120e+02,2.524727083466434010e+02,2.448277363695106033e+02,2.365308184130420273e+02,2.276553015664688644e+02,2.182549435243367952e+02,2.084190960086554014e+02,1.980094515260261971e+02,1.866471033071734098e+02,1.738282634456294318e+02,1.594545500252536954e+02,1.438896157020394924e+02,1.277894072005238968e+02
3.756344764787265831e+02,3.619704101313197953e+02,3.568281195933293475e+02,3.457192793809549585e+02,3.414480294982745363e+02,3.340428522936437048e+02,3.321893877828615587e+02,3.282218172111708441e+02,3.280577059093107550e+02,3.261788413764430743e+02,3.263110831452105458e+02,3.253777169492516919e+02,3.256451969217013129e+02,3.253209504107833254e+02,3.264730399922260062e+02,3.266922233118161785e+02,3.291139796205850416e+02,3.299385334561219452e+02,3.334418523276452220e+02,3.351909694704550589e+02,3.392359526672369157e+02,3.416764284802926568e+02,3.451420077721380153e+02,3.468727292654573944e+02,3.482024499096224872e+02,3.475285981200038918e+02,3.456009727203662578e+02,3.417034519343054626e+02,3.365237226098190035e+02,3.299761813295679076e+02,3.226246111754360300e+02,3.145681486710317358e+02,3.059953518528612335e+02,2.970408243611589114e+02,2.877519780702265280e+02,2.784693327993547882e+02,2.692673800521683916e+02,2.605561364967829832e+02,2.522077460201974759e+02,2.443734708567916982e+02,2.366756331946230318e+02,2.290965276299389188e+02,2.213081982882320347e+02,2.133060275559975878e+02,2.048920510263934318e+02,1.960474059153106623e+02,1.867135153518294146e+02,1.768978037595348667e+02,1.667347506276112483e+02,1.562647583398892266e+02,1.457284120062015234e+02
3.958467606749380820e+02,3.932970633268556639e+02,3.976788707359352202e+02,3.944067986853270895e+02,3.995872035633549331e+02,3.953956725791883287e+02,4.000082348235500831e+02,3.952616586315364202e+02,3.980757400167274227e+02,3.930881796714618872e+02,3.935310351261031201e+02,3.884016333992656769e+02,3.867226657836067147e+02,3.815291551503557912e+02,3.783260442284895930e+02,3.731621097055779614e+02,3.690417818038289397e+02,3.641348058697503234e+02,3.599004628217671780e+02,3.557291161253905898e+02,3.521532364683462220e+02,3.490105120139048722e+02,3.461538854682218016e+02,3.435752612534873265e+02,3.405253219022460485e+02,3.372110181246047205e+02,3.325103681715432344e+02,3.270040957786396802e+02,3.197372572588698176e+02,3.117176655153658658e+02,3.025852602507201823e+02,2.934879636300599941e+02,2.844254451219383100e+02,2.761117257624794661e+02,2.683029440379517041e+02,2.610493620031327850e+02,2.538119147620597573e+02,2.464432943137330483e+02,2.385988400064568395e+02,2.304092297876232180e+02,2.219099149468010523e+02,2.134238723317413644e+02,2.051108905144038772e+02,1.972141786199136959e+02,1.898345765563187797e+02,1.831281278323403967e+02,1.771489633461626454e+02,1.720382872749712249e+02,1.676992093189867887e+02,1.641275712106777291e+02,1.609043227002892706e+02
