8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01
8.432642020114928982e+01,8.284290693372147985e+01,8.121821956886063276e+01,8.059921639013094818e+01,8.012723980194438411e+01,8.004098862228985922e+01,8.000047891848898018e+01,7.999531564164686870e+01,7.999377251464363781e+01,7.999360968154930163e+01,7.999356973949488747e+01,7.999354947549664985e+01,7.999349873220921836e+01,7.999295307080558359e+01,7.999150191991050463e+01,7.997430405886869664e+01,7.995201099600214434e+01,7.969309402014103227e+01,7.959223055423589699e+01,7.826088215912513135e+01,7.831513766783490382e+01
9.096560863993593671e+01,8.969269104251154090e+01,8.823496067370625440e+01,8.657659971378276964e+01,8.487055183649026446e+01,8.318041147030206162e+01,8.166128884118485587e+01,8.026775574227050924e+01,7.910867503974259307e+01,7.794464928647525426e+01,7.700835448026602137e+01,7.589372448833825047e+01,7.508891963848481055e+01,7.391209643695644615e+01,7.311302311248054764e+01,7.179676077134008949e+01,7.094732394827489941e+01,6.964932999553155923e+01,6.900279053249202832e+01,6.784122502866486570e+01,6.776766320717638337e+01
1.037859831812031643e+02,1.026018064444710234e+02,1.011847537951239815e+02,9.970467042596249030e+01,9.803082981693509623e+01,9.627201436888118735e+01,9.442928166573675242e+01,9.247553391009671486e+01,9.060537377487631261e+01,8.859018411217832067e+01,8.679411773741000502e+01,8.483843357202047741e+01,8.317402530983615350e+01,8.138928921456182763e+01,7.997785256699646084e+01,7.845119839732143419e+01,7.741847814727532295e+01,7.611661669614157688e+01,7.543676405738122526e+01,7.419722956878783293e+01,7.367079285787424681e+01
1.282179987177388227e+02,1.271758620200578918e+02,1.261493144757984624e+02,1.252794950267646783e+02,1.244076032060814185e+02,1.235399999749560607e+02,1.226573561746556038e+02,1.216999798076566748e+02,1.207047510286864735e+02,1.194872181387801504e+02,1.182262092484957208e+02,1.167739200134574844e+02,1.153374061446192371e+02,1.137227270287419572e+02,1.121378321306541892e+02,1.104901534457613508e+02,1.089459239838797657e+02,1.074691439387159875e+02,1.059974505766666510e+02,1.046382307126101381e+02,1.031088447111922619e+02
1.685225846209413021e+02,1.675749889956746301e+02,1.667462197660011611e+02,1.660649385471218977e+02,1.654010503311001798e+02,1.647627456164733246e+02,1.640734193710994759e+02,1.633371628472912107e+02,1.625538373469844657e+02,1.616874024776670353e+02,1.607555498028750378e+02,1.597249172880289905e+02,1.585737843520646209e+02,1.573507213031712695e+02,1.559368769428460837e+02,1.545755733685652729e+02,1.529761285542729183e+02,1.516315797204449325e+02,1.499885644628682257e+02,1.487403948059992445e+02,1.470382416419260494e+02
2.135435454765735983e+02,2.126879333075943919e+02,2.119167693157428403e+02,2.113308112902542177e+02,2.107697003040429991e+02,2.102400946922235789e+02,2.096780339073631865e+02,2.090334001965173343e+02,2.083763669845602351e+02,2.075928710948646199e+02,2.067956048728298128e+02,2.058729762173003053e+02,2.048916844492715654e+02,2.037788910081962683e+02,2.025920458865446392e+02,2.014477087823697730e+02,2.001877596039977618e+02,1.990433804319858098e+02,1.976867210810015649e+02,1.964819332121269611e+02,1.950534227749537877e+02
2.564741867843434875e+02,2.555997805892889687e+02,2.545869844907982156e+02,2.536399447607148829e+02,2.526532139367144509e+02,2.517249094454764418e+02,2.508251564221874048e+02,2.499483613274598781e+02,2.491264334212552569e+02,2.482682549913148193e+02,2.475015291511699616e+02,2.466264339547604436e+02,2.458928616546488399e+02,2.449616004595004597e+02,2.441969945031602549e+02,2.431751178180424802e+02,2.423165250457949753e+02,2.412431523397277715e+02,2.403047854863941382e+02,2.392584909981916894e+02,2.382710307713817599e+02
2.903437307693324101e+02,2.895373942888203942e+02,2.886881243295939043e+02,2.877905010456527748e+02,2.868560104158464128e+02,2.858846700612562017e+02,2.848961600860046701e+02,2.839059795750271746e+02,2.829381881834660248e+02,2.819837742509835152e+02,2.810954944941351528e+02,2.801927180112150495e+02,2.793942186299530022e+02,2.785268567722878856e+02,2.778078910789344036e+02,2.769593286450328264e+02,2.763224541093607058e+02,2.754882981982356114e+02,2.749629518593477542e+02,2.741315355273236491e+02,2.737544209673058617e+02
3.158653282297592568e+02,3.151067770343278767e+02,3.142856913753245180e+02,3.135351128115864867e+02,3.127682689320334362e+02,3.120544690430206742e+02,3.113728836697960674e+02,3.107039847844902170e+02,3.101035109591321088e+02,3.094403864991065802e+02,3.088813537684104631e+02,3.081602605971826847e+02,3.075958249651359324e+02,3.067716366273497783e+02,3.061757028447096332e+02,3.052562959481829807e+02,3.046331105241156365e+02,3.036729201003361140e+02,3.030481553671183406e+02,3.021130604394471106e+02,3.015215702279793391e+02
