4.948394754594324496e+01,4.984142332481209792e+01,5.063743730290972422e+01,5.108022785521365705e+01,5.183860837261387644e+01,5.234776420545030362e+01,5.308502045265153413e+01,5.364703185298689903e+01,5.437508030267206038e+01,5.498028951008950571e+01,5.570772825453672539e+01,5.634918705441816655e+01,5.708231169674176186e+01,5.775501939309798161e+01,5.849857612050806921e+01,5.919886859853802719e+01,5.995652000471391574e+01,6.068154955690653907e+01
4.998879829655896145e+01,5.035021106531841184e+01,5.115019113176234811e+01,5.159732859719451170e+01,5.236009852813893417e+01,5.287363560654198835e+01,5.361516838530722140e+01,5.418115171497214533e+01,5.491298006374572083e+01,5.552151960997057500e+01,5.625195726645046790e+01,5.689587871975643196e+01,5.763108722928303251e+01,5.830547670442378205e+01,5.905063609461152652e+01,5.975238971268896648e+01,6.051161993230036984e+01,6.123820519820224462e+01
4.941739595157095977e+01,4.977685889139534936e+01,5.057483347679749386e+01,5.101990078369830428e+01,5.178057012981555118e+01,5.229219252127131767e+01,5.303192595322046543e+01,5.359643172079918116e+01,5.432684697989508749e+01,5.493436645581503086e+01,5.566397701714775081e+01,5.630759907324605962e+01,5.704285260268586910e+01,5.771773288369602284e+01,5.846351663044890046e+01,5.916602252136113549e+01,5.992599074132760251e+01,6.065322124208868360e+01
4.949169348595974327e+01,4.985000243002895814e+01,5.064678550160972748e+01,5.109032032715968796e+01,5.184934779037973840e+01,5.235910908118147233e+01,5.309688389494146321e+01,5.365940098681801373e+01,5.438790237723549836e+01,5.499358232077939590e+01,5.572146248046188788e+01,5.636340526289562547e+01,5.709700833531895370e+01,5.777025153263267043e+01,5.851438653065424234e+01,5.921529359816246085e+01,5.997363246554491667e+01,6.069937135894326730e+01
4.954742904177251006e+01,4.990727783756314295e+01,5.070560435433611701e+01,5.115077908386764705e+01,5.191144019866596437e+01,5.242283360521324198e+01,5.316218941198026471e+01,5.372618225679919135e+01,5.445612309148864227e+01,5.506322582460767023e+01,5.579257604112953572e+01,5.643602469704192259e+01,5.717117793485802224e+01,5.784594982322575873e+01,5.859153609201774060e+01,5.929384536568807107e+01,6.005344758656065096e+01,6.078039742432341797e+01
4.680331986625971297e+01,4.717439522930690998e+01,4.798404182923540873e+01,4.844053133502826114e+01,4.921216430002645836e+01,4.973455569965468470e+01,5.048437700971672371e+01,5.105898723393955407e+01,5.179892799308857576e+01,5.241613785761371958e+01,5.315493978841844580e+01,5.380791231294650601e+01,5.455212727005435625e+01,5.523621557094023160e+01,5.599079277207703598e+01,5.670238431445078220e+01,5.747090515578798176e+01,5.820695843438200257e+01
4.053503404000484522e+01,4.091238584181535032e+01,4.172888504594209280e+01,4.219196370537596863e+01,4.297026022194992834e+01,4.350029352210091815e+01,4.425762008544709403e+01,4.484101192479742082e+01,4.558934109394616030e+01,4.621604475915632548e+01,4.696368780861783421e+01,4.762639996206388560e+01,4.837944738227945152e+01,4.907306568354597687e+01,4.983624603476447845e+01,5.055721263056005910e+01,5.133426305598737116e+01,5.207988865013280844e+01
3.371125369949148620e+01,3.408175270465422102e+01,3.489288641267114599e+01,3.535075397431725719e+01,3.612418024821089091e+01,3.664965656388886117e+01,3.740209719465690341e+01,3.798115884591839375e+01,3.872460580624513682e+01,3.934754679481819295e+01,4.009085474212854905e+01,4.075056714703521266e+01,4.149990874048672396e+01,4.219079425270437866e+01,4.295025152506180888e+01,4.366832284483207616e+01,4.444127040379071047e+01,4.518404754114026645e+01
3.400142092012060147e+01,3.434489571613685399e+01,3.512986505745718091e+01,3.556141522860829696e+01,3.630928639100276456e+01,3.680813335420899080e+01,3.753384139935415220e+01,3.808507317856492591e+01,3.880065489814907664e+01,3.939593648276100879e+01,4.011259725209918514e+01,4.074710716955549117e+01,4.147211911549209873e+01,4.214005341748192279e+01,4.287585482701255302e+01,4.357080045823825998e+01,4.431915754493125803e+01,4.503692010783533561e+01
4.602697891603010305e+01,4.634869288732814141e+01,4.710940023259099263e+01,4.751594182641672859e+01,4.823964696567477972e+01,4.871474063790491016e+01,4.941909541379487791e+01,4.994700385823644950e+01,5.064000096885206403e+01,5.120790024557121711e+01,5.189706350279161740e+01,5.250003620840204377e+01,5.319531139507504491e+01,5.383230401331708492e+01,5.454005121741364093e+01,5.520646240760821399e+01,5.592789037871487778e+01,5.661697845092892578e+01
7.277441964383156403e+01,7.306635465373638283e+01,7.379638913046981941e+01,7.417424296747911683e+01,7.486961188625846830e+01,7.531315887975780754e+01,7.598786658014287809e+01,7.648384003001966391e+01,7.714943252318772693e+01,7.768942699067997637e+01,7.835553461340023773e+01,7.893353235868555373e+01,7.960726452277619103e+01,8.021813021624440410e+01,8.090366707045762951e+01,8.154287034515067489e+01,8.224273225921535868e+01,8.290654436460107490e+01
1.157168022263189329e+02,1.159631796078500230e+02,1.166456859695535684e+02,1.169877443662115581e+02,1.176531852389722133e+02,1.180733842212426623e+02,1.187303483143681149e+02,1.192061282022035300e+02,1.198545900335161463e+02,1.203699178287433114e+02,1.210144677465399070e+02,1.215655304424226983e+02,1.222186018033514046e+02,1.228076283550024357e+02,1.234792795748973617e+02,1.241014237932048303e+02,1.247897062530654892e+02,1.254313954160575690e+02
1.677813846969586677e+02,1.680675850685153137e+02,1.687780129528260602e+02,1.691446837750223438e+02,1.698261176892026469e+02,1.702531488460095090e+02,1.709142763378528969e+02,1.713903664259164827e+02,1.720450245780578200e+02,1.725691561627335773e+02,1.732337520650323199e+02,1.738048266089469109e+02,1.744857114722111646e+02,1.750924114911917968e+02,1.757830638813448729e+02,1.764079587163063536e+02,1.770996229440789307e+02,1.777288900523119537e+02
2.115156635849499764e+02,2.117771785541403347e+02,2.124530274658558540e+02,2.127900696470171908e+02,2.134395517586092126e+02,2.138404820947179985e+02,2.144790315881333527e+02,2.149342457943398017e+02,2.155719530647727709e+02,2.160733303125205680e+02,2.167147775660132254e+02,2.172535683548970269e+02,2.179027349010412706e+02,2.184742531370168876e+02,2.191381719688317276e+02,2.197408572285668811e+02,2.204246338995438066e+02,2.210541610586473382e+02
2.360097513962675464e+02,2.362990782600746797e+02,2.369945121456970298e+02,2.373549534460911445e+02,2.380230377212635346e+02,2.384424503119439578e+02,2.390969156589587215e+02,2.395672121188100618e+02,2.402187840516052972e+02,2.407330578738788631e+02,2.413885971699357924e+02,2.419395695351356608e+02,2.426024109441596579e+02,2.431827434796366560e+02,2.438555648644830569e+02,2.444607353986986311e+02,2.451488234020728498e+02,2.457778194972926542e+02
2.363590474784489857e+02,2.366391272862820188e+02,2.373228042817635810e+02,2.376691139646648878e+02,2.383179532530930658e+02,2.387146339173565366e+02,2.393395824817897051e+02,2.397765842100874920e+02,2.403895724779524983e+02,2.408653095339277002e+02,2.414839037442135350e+02,2.420062191403708596e+02,2.426490493878533243e+02,2.432220080764543013e+02,2.438953484691947438e+02,2.445082673934144282e+02,2.452044095975646769e+02,2.458395517452394472e+02
2.165753186210674528e+02,2.168904386291465300e+02,2.176139055215190012e+02,2.180016245931762171e+02,2.186947552952468357e+02,2.191384430213586825e+02,2.198111894932552843e+02,2.202998567447049538e+02,2.209638487653595007e+02,2.214930138897999825e+02,2.221618178876400407e+02,2.227335466677136253e+02,2.234207127880071937e+02,2.240351104875769011e+02,2.247447033466031314e+02,2.253897568140603198e+02,2.261131247467269247e+02,2.267706326723605912e+02
1.841192524128072137e+02,1.844342043692489597e+02,1.851635751900604987e+02,1.855555103655239577e+02,1.862558467378935063e+02,1.867075718660898929e+02,1.873897580793022541e+02,1.878893787815404153e+02,1.885638967192024325e+02,1.891056176880878752e+02,1.897832499639014543e+02,1.903644264548058800e+02,1.910544283180728939e+02,1.916719884303221022e+02,1.923800494355880915e+02,1.930293695298978776e+02,1.937579451417428800e+02,1.944343176468451020e+02
1.481409330407102232e+02,1.484753820478841533e+02,1.492313161600205262e+02,1.496469915737420706e+02,1.503737782678454096e+02,1.508540470321598832e+02,1.515655327276086553e+02,1.520987596718516670e+02,1.528055405445616941e+02,1.533824893092426009e+02,1.540913249284727442e+02,1.547044032669002718e+02,1.554201452846974689e+02,1.560644268640797350e+02,1.567921752271635398e+02,1.574648455755936993e+02,1.582097527562471839e+02,1.589082141880241181e+02
