2.067035835112907005e+00,2.095952241307878605e+00,2.070398564260520491e+00,2.090570771737892741e+00,2.072396735133494428e+00,2.086395631670060258e+00,2.073456106746361272e+00,2.083089792554186470e+00,2.073861398712268933e+00,2.080388413744115983e+00,2.073800477701385425e+00,2.078101361094827126e+00,2.073419538114174454e+00,2.076111571240788045e+00,2.072840952896880751e+00,2.074337830281409278e+00,2.072151075717157731e+00,2.072703863698086124e+00
2.069844539101867387e+00,2.099680464549982695e+00,2.075048562471721869e+00,2.096190097027312405e+00,2.078974470797583241e+00,2.093953980536710002e+00,2.081945023545650031e+00,2.092486289199812610e+00,2.084091934118056155e+00,2.091409518035925341e+00,2.085547257040090585e+00,2.090545409103607977e+00,2.086515176982805198e+00,2.089836868164832495e+00,2.087163466451706029e+00,2.089232428103505512e+00,2.087605946176662286e+00,2.088716514410218661e+00
2.036127774434526305e+00,2.066091734444153172e+00,2.041593062648197510e+00,2.062807649689975875e+00,2.045675726559941232e+00,2.060698276970270193e+00,2.048753937524870672e+00,2.059355160233323989e+00,2.051077738773172676e+00,2.058532586200113812e+00,2.052869252491172247e+00,2.058078318021881348e+00,2.054298185114851627e+00,2.057883457809752237e+00,2.055517213681551603e+00,2.057916694930844059e+00,2.056661514524496859e+00,2.058134062142457754e+00
2.052675004326835140e+00,2.082046224305152293e+00,2.056945550153134850e+00,2.077567564510590437e+00,2.059828678376527833e+00,2.074250286814355082e+00,2.061721723682054197e+00,2.071756539326706115e+00,2.062922450449844902e+00,2.069835059002737676e+00,2.063623161235299985e+00,2.068291310437115005e+00,2.063971029619104058e+00,2.067021416973153780e+00,2.064116929019983893e+00,2.065982890971634234e+00,2.064178081485502858e+00,2.065112784628511555e+00
2.047590281601263662e+00,2.077429198419100231e+00,2.052783636581937632e+00,2.073859420116577645e+00,2.056574705815047643e+00,2.071448956947116393e+00,2.059363656740151427e+00,2.069839489194818860e+00,2.061446571468020572e+00,2.068805952339380472e+00,2.063059602910123580e+00,2.068203787549930617e+00,2.064365529512188768e+00,2.067891607265250009e+00,2.065434546413715378e+00,2.067726473330600889e+00,2.066314236637085688e+00,2.067626436628657860e+00
1.876688804136836808e+00,1.909699383232975833e+00,1.888399006651085621e+00,1.912630404660272898e+00,1.898636076766583303e+00,1.916634894517842191e+00,1.907783421592469164e+00,1.921340740381301426e+00,1.916108549180822962e+00,1.926493304934839390e+00,1.923838336583621134e+00,1.931974918313375200e+00,1.931192601939976328e+00,1.937710225214910764e+00,1.938289826676917293e+00,1.943569863473292303e+00,1.945155191810319595e+00,1.949423220760773123e+00
1.589543552640228841e+00,1.624729504349513798e+00,1.605924485154166081e+00,1.632265169995293697e+00,1.620732939693139585e+00,1.640887073303431754e+00,1.634535063608133054e+00,1.650366093392463540e+00,1.647689929373321371e+00,1.660449944957042012e+00,1.660354091071034377e+00,1.670885117461596181e+00,1.672601962054977243e+00,1.681491798306534502e+00,1.684510857056640054e+00,1.692164296111695387e+00,1.696155988900331479e+00,1.702827476711086696e+00
1.386744633330385668e+00,1.419107899082365343e+00,1.398011489324770373e+00,1.421722793462199208e+00,1.408024548867431225e+00,1.425738027736033420e+00,1.417278748873774585e+00,1.430755264068778176e+00,1.425938113746930469e+00,1.436353480610185418e+00,1.434079520885725101e+00,1.442310428902871200e+00,1.441882168561770428e+00,1.448565267248915545e+00,1.449480586002493077e+00,1.455003292780613577e+00,1.456883034011565492e+00,1.461483879949966092e+00
1.590655045920746025e+00,1.614998564208315113e+00,1.586049060243346576e+00,1.602010005466528053e+00,1.580493435339974662e+00,1.590337347772140753e+00,1.573787644654257578e+00,1.579107993559638157e+00,1.566063796942789077e+00,1.568355034400088277e+00,1.558006349259584589e+00,1.558301821650090790e+00,1.549835455022581465e+00,1.548532148015426824e+00,1.541162917180023184e+00,1.538371927625159952e+00,1.531660414446285090e+00,1.527665446268765770e+00
2.292366266423745191e+00,2.307003672695263852e+00,2.266952105701377729e+00,2.272137575650443608e+00,2.239029356246056590e+00,2.237911757654956091e+00,2.209917715588850307e+00,2.204402280566398087e+00,2.180108646037359321e+00,2.171572368418558607e+00,2.150227731647075924e+00,2.139989521904229086e+00,2.121087368446866517e+00,2.109804710236111269e+00,2.092471330871090274e+00,2.079974553819073702e+00,2.063437311240770455e+00,2.049670343700721542e+00
3.549502730954201990e+00,3.552075698894005207e+00,3.498952985226903678e+00,3.493112042935885064e+00,3.447696440596143219e+00,3.435871955218484430e+00,3.395949275806274148e+00,3.379758733237757440e+00,3.343711905671626461e+00,3.324331612644225054e+00,3.291149591954674491e+00,3.269668661132976606e+00,3.238906086308674048e+00,3.216262828502758353e+00,3.187614918541014752e+00,3.164267822863981561e+00,3.137284920448379477e+00,3.113295851177189544e+00
